
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   878	 0x1ffffe7c       0x00003640        13888           699
   879	 0x1ffffe80       0x000043e9        17385           875
   880	 0x1ffffe84       0x0000570c        22284           1122
   881	 0x1ffffe88       0x00005438        21560           1085
   882	 0x1ffffe8c       0x000063b8        25528           1285
   883	 0x1ffffe90       0x00007180        29056           1463
   884	 0x1ffffe94       0x000061a8        25000           1258
   885	 0x1ffffe98       0x00005158        20824           1048
   886	 0x1ffffe9c       0x00004691        18065           909
   887	 0x1ffffea0       0x0000508c        20620           1038
   888	 0x1ffffea4       0x00004a08        18952           954
   889	 0x1ffffea8       0x00003f18        16152           813
   890	 0x1ffffeac       0x00003f19        16153           813
   891	 0x1ffffeb0       0x000040d2        16594           835
   892	 0x1ffffeb4       0x00003d80        15744           792
   893	 0x1ffffeb8       0x00004b0c        19212           967
   894	 0x1ffffebc       0x00006058        24664           1241
   895	 0x1ffffec0       0x0000563a        22074           1111
   896	 0x1ffffec4       0x00005d4c        23884           1202
   897	 0x1ffffec8       0x000068a1        26785           1348
   898	 0x1ffffecc       0x00005b00        23296           1173
   899	 0x1ffffed0       0x00006d44        27972           1408
   900	 0x1ffffed4       0x00007348        29512           1486
   901	 0x1ffffed8       0x00007ff8        32760           1649
   902	 0x1ffffedc       0x00007096        28822           1451
   903	 0x1ffffee0       0x000061cf        25039           1260
   904	 0x1ffffee4       0x00005237        21047           1059
   905	 0x1ffffee8       0x00004560        17760           894
   906	 0x1ffffeec       0x000052b8        21176           1066
   907	 0x1ffffef0       0x00006811        26641           1341
   908	 0x1ffffef4       0x00005db3        23987           1207
   909	 0x1ffffef8       0x000065f8        26104           1314
   910	 0x1ffffefc       0x00006b88        27528           1386
   911	 0x1fffff00       0x00007856        30806           1551
   912	 0x1fffff04       0x00006a84        27268           1373
   913	 0x1fffff08       0x00007ac1        31425           1582
   914	 0x1fffff0c       0x00008768        34664           1745
   915	 0x1fffff10       0x00007ae0        31456           1583
   916	 0x1fffff14       0x00008726        34598           1742
   917	 0x1fffff18       0x000079b2        31154           1568
   918	 0x1fffff1c       0x00006615        26133           1315
   919	 0x1fffff20       0x00006acd        27341           1376
   920	 0x1fffff24       0x00007c56        31830           1602
   921	 0x1fffff28       0x00008258        33368           1680
   922	 0x1fffff2c       0x00008dfe        36350           1830
   923	 0x1fffff30       0x0000833c        33596           1691
   924	 0x1fffff34       0x00008b9b        35739           1799
   925	 0x1fffff38       0x0000929d        37533           1889
   926	 0x1fffff3c       0x000099a0        39328           1980
   927	 0x1fffff40       0x0000a343        41795           2104
   928	 0x1fffff44       0x0000a79a        42906           2160
   929	 0x1fffff48       0x0000905c        36956           1860
   930	 0x1fffff4c       0x00007c30        31792           1600
   931	 0x1fffff50       0x000081c8        33224           1672
   932	 0x1fffff54       0x00006aa8        27304           1374
   933	 0x1fffff58       0x00007d78        32120           1617
   934	 0x1fffff5c       0x00007f59        32601           1641
   935	 0x1fffff60       0x00007263        29283           1474
   936	 0x1fffff64       0x000081a8        33192           1671
   937	 0x1fffff68       0x00006b59        27481           1383
   938	 0x1fffff6c       0x00007b18        31512           1586
   939	 0x1fffff70       0x000085a2        34210           1722
   940	 0x1fffff74       0x00008493        33939           1708
   941	 0x1fffff78       0x000087b2        34738           1749
   942	 0x1fffff7c       0x000078cf        30927           1557
   943	 0x1fffff80       0x00006a08        27144           1366
   944	 0x1fffff84       0x0000572d        22317           1123
   945	 0x1fffff88       0x000053cf        21455           1080
   946	 0x1fffff8c       0x000065a8        26024           1310
   947	 0x1fffff90       0x00006bc4        27588           1389
   948	 0x1fffff94       0x00007936        31030           1562
   949	 0x1fffff98       0x00006633        26163           1317
   950	 0x1fffff9c       0x00006a8a        27274           1373
   951	 0x1fffffa0       0x00007d38        32056           1614
   952	 0x1fffffa4       0x00007fd2        32722           1647
   953	 0x1fffffa8       0x000071d3        29139           1467
   954	 0x1fffffac       0x00005f4d        24397           1228
   955	 0x1fffffb0       0x000059dc        23004           1158
   956	 0x1fffffb4       0x00004d6b        19819           997
   957	 0x1fffffb8       0x000058cc        22732           1144
   958	 0x1fffffbc       0x00004c9f        19615           987
   959	 0x1fffffc0       0x00005e3f        24127           1214
   960	 0x1fffffc4       0x0000646d        25709           1294
   961	 0x1fffffc8       0x000071b3        29107           1465
   962	 0x1fffffcc       0x00005f48        24392           1228
   963	 0x1fffffd0       0x000058c8        22728           1144
   964	 0x1fffffd4       0x00005028        20520           1033
   965	 0x1fffffd8       0x00004b42        19266           970
   966	 0x1fffffdc       0x00005fe0        24544           1235
   967	 0x1fffffe0       0x000057a8        22440           1129
   968	 0x1fffffe4       0x000051b8        20920           1053
   969	 0x1fffffe8       0x00004769        18281           920
   970	 0x1fffffec       0x000045b8        17848           898
   971	 0x1ffffff0       0x00005167        20839           1049
   972	 0x1ffffff4       0x000046f4        18164           914
   973	 0x1ffffff8       0x000046f0        18160           914
   974	 0x1ffffffc       0x0000490c        18700           941
   975	 0x20000000       0x00004025        16421           826
   976	 0x20000004       0x00003c1e        15390           774
   977	 0x20000008       0x00005122        20770           1045
   978	 0x2000000c       0x000047eb        18411           927
   979	 0x20000010       0x00004632        17970           904
   980	 0x20000014       0x00004f01        20225           1018
   981	 0x20000018       0x00004ca5        19621           987
   982	 0x2000001c       0x00005e8f        24207           1218
   983	 0x20000020       0x00005bd7        23511           1183
   984	 0x20000024       0x00006c4b        27723           1395
   985	 0x20000028       0x00007650        30288           1525
   986	 0x2000002c       0x00006f80        28544           1437
   987	 0x20000030       0x0000684f        26703           1344
   988	 0x20000034       0x00005dea        24042           1210
   989	 0x20000038       0x00006408        25608           1289
   990	 0x2000003c       0x00007193        29075           1464
   991	 0x20000040       0x00006001        24577           1237
   992	 0x20000044       0x000059c0        22976           1156
   993	 0x20000048       0x00004b58        19288           971
   994	 0x2000004c       0x00005e24        24100           1213
   995	 0x20000050       0x00006538        25912           1304
   996	 0x20000054       0x00006d50        27984           1409
   997	 0x20000058       0x00007463        29795           1500
   998	 0x2000005c       0x00007b44        31556           1588
   999	 0x20000060       0x000085f8        34296           1726
   1000	 0x20000064       0x00007d04        32004           1611
   1001	 0x20000068       0x000081db        33243           1673
   1002	 0x2000006c       0x00006b0f        27407           1380
   1003	 0x20000070       0x000079c8        31176           1569
   1004	 0x20000074       0x000065e8        26088           1313
   1005	 0x20000078       0x00006cb0        27824           1401
   1006	 0x2000007c       0x000074c3        29891           1505
   1007	 0x20000080       0x00007a23        31267           1574
   1008	 0x20000084       0x000089b5        35253           1775
   1009	 0x20000088       0x000072b8        29368           1478
   1010	 0x2000008c       0x00008278        33400           1681
   1011	 0x20000090       0x00008cf7        36087           1817
   1012	 0x20000094       0x00008b4c        35660           1795
   1013	 0x20000098       0x0000930a        37642           1895
   1014	 0x2000009c       0x00009a07        39431           1985
   1015	 0x200000a0       0x0000a3c8        41928           2111
   1016	 0x200000a4       0x0000a2ac        41644           2096
   1017	 0x200000a8       0x0000a57e        42366           2133
   1018	 0x200000ac       0x00009908        39176           1972
   1019	 0x200000b0       0x00008158        33112           1667
   1020	 0x200000b4       0x00006c78        27768           1398
   1021	 0x200000b8       0x00007463        29795           1500
   1022	 0x200000bc       0x00007ac3        31427           1582
   1023	 0x200000c0       0x000089a8        35240           1774
   1024	 0x200000c4       0x000072d3        29395           1480
   1025	 0x200000c8       0x00008159        33113           1667
   1026	 0x200000cc       0x00006b68        27496           1384
   1027	 0x200000d0       0x000077f8        30712           1546
   1028	 0x200000d4       0x00006d90        28048           1412
   1029	 0x200000d8       0x00007360        29536           1487
   1030	 0x200000dc       0x00007f58        32600           1641
   1031	 0x200000e0       0x000071a8        29096           1465
   1032	 0x200000e4       0x00005f50        24400           1228
   1033	 0x200000e8       0x00005bd8        23512           1183
   1034	 0x200000ec       0x00006ba7        27559           1387
   1035	 0x200000f0       0x0000770c        30476           1534
   1036	 0x200000f4       0x00006ef9        28409           1430
   1037	 0x200000f8       0x000067d8        26584           1338
   1038	 0x200000fc       0x000060ab        24747           1246
   1039	 0x20000100       0x00005579        21881           1101
   1040	 0x20000104       0x00005dc4        24004           1208
   1041	 0x20000108       0x000065f2        26098           1314
   1042	 0x2000010c       0x00006ba7        27559           1387
   1043	 0x20000110       0x00007a58        31320           1577
   1044	 0x20000114       0x000088c8        35016           1763
   1045	 0x20000118       0x0000720d        29197           1470
   1046	 0x2000011c       0x0000603b        24635           1240
   1047	 0x20000120       0x00005858        22616           1138
   1048	 0x20000124       0x000051b0        20912           1053
   1049	 0x20000128       0x00004618        17944           903
   1050	 0x2000012c       0x00004eea        20202           1017
   1051	 0x20000130       0x00004f84        20356           1025
   1052	 0x20000134       0x00004d0a        19722           993
   1053	 0x20000138       0x00005a20        23072           1161
   1054	 0x2000013c       0x00004ac0        19136           963
   1055	 0x20000140       0x00003b78        15224           766
   1056	 0x20000144       0x0000532a        21290           1072
   1057	 0x20000148       0x00006678        26232           1320
   1058	 0x2000014c       0x00006208        25096           1263
   1059	 0x20000150       0x000051f8        20984           1056
   1060	 0x20000154       0x000043b8        17336           872
   1061	 0x20000158       0x000059ce        22990           1157
   1062	 0x2000015c       0x00004bbe        19390           976
   1063	 0x20000160       0x00005cfd        23805           1198
   1064	 0x20000164       0x000068b3        26803           1349
   1065	 0x20000168       0x00005b84        23428           1179
   1066	 0x2000016c       0x00006d96        28054           1412
   1067	 0x20000170       0x00007218        29208           1470
   1068	 0x20000174       0x00005d23        23843           1200
   1069	 0x20000178       0x000068af        26799           1349
   1070	 0x2000017c       0x00005bf8        23544           1185
   1071	 0x20000180       0x00006bb8        27576           1388
   1072	 0x20000184       0x00007790        30608           1541
   1073	 0x20000188       0x00006bb7        27575           1388
   1074	 0x2000018c       0x00007a82        31362           1579
   1075	 0x20000190       0x000088d8        35032           1764
   1076	 0x20000194       0x00007368        29544           1487
   1077	 0x20000198       0x00007ee3        32483           1635
   1078	 0x2000019c       0x00007330        29488           1484
   1079	 0x200001a0       0x000082c8        33480           1685
   1080	 0x200001a4       0x00008c9b        35995           1812
   1081	 0x200001a8       0x00008df0        36336           1829
   1082	 0x200001ac       0x00008266        33382           1680
   1083	 0x200001b0       0x00008d4e        36174           1821
   1084	 0x200001b4       0x00008ed0        36560           1840
   1085	 0x200001b8       0x00007ff8        32760           1649
   1086	 0x200001bc       0x00006ee8        28392           1429
   1087	 0x200001c0       0x000067dc        26588           1338
   1088	 0x200001c4       0x00005e8e        24206           1218
   1089	 0x200001c8       0x00005df0        24048           1210
   1090	 0x200001cc       0x0000640f        25615           1289
   1091	 0x200001d0       0x00006fea        28650           1442
   1092	 0x200001d4       0x0000669f        26271           1322
   1093	 0x200001d8       0x00006280        25216           1269
   1094	 0x200001dc       0x0000769f        30367           1529
   1095	 0x200001e0       0x00006e9c        28316           1425
   1096	 0x200001e4       0x00006729        26409           1329
   1097	 0x200001e8       0x0000625a        25178           1267
   1098	 0x200001ec       0x000051ac        20908           1052
   1099	 0x200001f0       0x00004749        18249           918
   1100	 0x200001f4       0x00004564        17764           894
   1101	 0x200001f8       0x0000516c        20844           1049
   1102	 0x200001fc       0x00004837        18487           930
   1103	 0x20000200       0x000044a1        17569           884
   1104	 0x20000204       0x000056b8        22200           1117
   1105	 0x20000208       0x000053b8        21432           1079
   1106	 0x2000020c       0x000063d8        25560           1287
   1107	 0x20000210       0x00007370        29552           1488
   1108	 0x20000214       0x00007f50        32592           1641
   1109	 0x20000218       0x000072fb        29435           1482
   1110	 0x2000021c       0x00008000        32768           1650
   1111	 0x20000220       0x00006e9d        28317           1425
   1112	 0x20000224       0x00006aeb        27371           1378
   1113	 0x20000228       0x00007a18        31256           1573
   1114	 0x2000022c       0x0000882f        34863           1755
   1115	 0x20000230       0x00007698        30360           1528
   1116	 0x20000234       0x00006ef8        28408           1430
   1117	 0x20000238       0x00006974        26996           1359
   1118	 0x2000023c       0x0000593e        22846           1150
   1119	 0x20000240       0x00004c28        19496           981
   1120	 0x20000244       0x00005e81        24193           1218
   1121	 0x20000248       0x00005bd1        23505           1183
   1122	 0x2000024c       0x00006c6d        27757           1397
   1123	 0x20000250       0x00007482        29826           1501
   1124	 0x20000254       0x00007ae4        31460           1584
   1125	 0x20000258       0x000088f9        35065           1765
   1126	 0x2000025c       0x000073a8        29608           1490
   1127	 0x20000260       0x00007fb7        32695           1646
   1128	 0x20000264       0x00007138        28984           1459
   1129	 0x20000268       0x00006020        24608           1239
   1130	 0x2000026c       0x00005988        22920           1154
   1131	 0x20000270       0x00004c88        19592           986
   1132	 0x20000274       0x00005cf8        23800           1198
   1133	 0x20000278       0x00006618        26136           1316
   1134	 0x2000027c       0x00006abb        27323           1375
   1135	 0x20000280       0x00007cd8        31960           1609
   1136	 0x20000284       0x00008138        33080           1665
   1137	 0x20000288       0x00006bff        27647           1392
   1138	 0x2000028c       0x00007751        30545           1538
   1139	 0x20000290       0x00006db8        28088           1414
   1140	 0x20000294       0x000073db        29659           1493
   1141	 0x20000298       0x00007e60        32352           1629
   1142	 0x2000029c       0x00007470        29808           1500
   1143	 0x200002a0       0x00007bd3        31699           1596
   1144	 0x200002a4       0x0000860c        34316           1727
   1145	 0x200002a8       0x00007d78        32120           1617
   1146	 0x200002ac       0x00007f28        32552           1639
   1147	 0x200002b0       0x000071ec        29164           1468
   1148	 0x200002b4       0x00005fd1        24529           1235
   1149	 0x200002b8       0x00005959        22873           1151
   1150	 0x200002bc       0x00004dec        19948           1004
   1151	 0x200002c0       0x00005651        22097           1112
   1152	 0x200002c4       0x00005d67        23911           1204
   1153	 0x200002c8       0x00006788        26504           1334
   1154	 0x200002cc       0x00006028        24616           1239
   1155	 0x200002d0       0x0000585d        22621           1139
   1156	 0x200002d4       0x00004fca        20426           1028
   1157	 0x200002d8       0x00004ac8        19144           963
   1158	 0x200002dc       0x00003efe        16126           812
   1159	 0x200002e0       0x0000409a        16538           832
   1160	 0x200002e4       0x00003ced        15597           785
   1161	 0x200002e8       0x00004d8a        19850           999
   1162	 0x200002ec       0x00005888        22664           1141
   1163	 0x200002f0       0x000052bc        21180           1066
   1164	 0x200002f4       0x00006690        26256           1322
   1165	 0x200002f8       0x00006247        25159           1266
   1166	 0x200002fc       0x000050fe        20734           1044
   1167	 0x20000300       0x00004770        18288           920
   1168	 0x20000304       0x000047e8        18408           926
   1169	 0x20000308       0x00004404        17412           876
   1170	 0x2000030c       0x000056bd        22205           1118
   1171	 0x20000310       0x000054e1        21729           1094
   1172	 0x20000314       0x00006100        24832           1250
   1173	 0x20000318       0x0000555a        21850           1100
   1174	 0x2000031c       0x00005f09        24329           1225
   1175	 0x20000320       0x00005a5b        23131           1164
   1176	 0x20000324       0x00004b6c        19308           972
   1177	 0x20000328       0x00005f35        24373           1227
   1178	 0x2000032c       0x00005bd8        23512           1183
   1179	 0x20000330       0x000069a0        27040           1361
   1180	 0x20000334       0x00005827        22567           1136
   1181	 0x20000338       0x00005399        21401           1077
   1182	 0x2000033c       0x0000657f        25983           1308
   1183	 0x20000340       0x00006c7f        27775           1398
   1184	 0x20000344       0x00007457        29783           1499
   1185	 0x20000348       0x00007bc2        31682           1595
   1186	 0x2000034c       0x00008790        34704           1747
   1187	 0x20000350       0x0000781a        30746           1548
   1188	 0x20000354       0x000069e1        27105           1364
   1189	 0x20000358       0x00005840        22592           1137
   1190	 0x2000035c       0x0000513c        20796           1047
   1191	 0x20000360       0x000048a5        18597           936
   1192	 0x20000364       0x00004280        17024           857
   1193	 0x20000368       0x00003675        13941           701
   1194	 0x2000036c       0x00004300        17152           863
   1195	 0x20000370       0x00005990        22928           1154
   1196	 0x20000374       0x00004db7        19895           1001
   1197	 0x20000378       0x00005810        22544           1135
   1198	 0x2000037c       0x0000505c        20572           1035
   1199	 0x20000380       0x00004c08        19464           980
   1200	 0x20000384       0x00005d8e        23950           1205
   1201	 0x20000388       0x000066f8        26360           1327
   1202	 0x2000038c       0x00006002        24578           1237
   1203	 0x20000390       0x00005732        22322           1124
   1204	 0x20000394       0x000055d6        21974           1106
   1205	 0x20000398       0x00005ea8        24232           1220
   1206	 0x2000039c       0x00005b91        23441           1180
   1207	 0x200003a0       0x00006b30        27440           1381
   1208	 0x200003a4       0x00007998        31128           1567
   1209	 0x200003a8       0x00006858        26712           1345
   1210	 0x200003ac       0x00005bf9        23545           1185
   1211	 0x200003b0       0x00006b28        27432           1381
   1212	 0x200003b4       0x000078e8        30952           1558
   1213	 0x200003b8       0x000067c8        26568           1337
   1214	 0x200003bc       0x00006146        24902           1253
   1215	 0x200003c0       0x00005378        21368           1075
   1216	 0x200003c4       0x00006564        25956           1306
   1217	 0x200003c8       0x00006c88        27784           1399
   1218	 0x200003cc       0x000074fc        29948           1508
   1219	 0x200003d0       0x00007c59        31833           1602
   1220	 0x200003d4       0x00008200        33280           1675
   1221	 0x200003d8       0x00008d83        36227           1824
   1222	 0x200003dc       0x00008c41        35905           1807
   1223	 0x200003e0       0x00008f08        36616           1843
   1224	 0x200003e4       0x0000812b        33067           1665
   1225	 0x200003e8       0x00006be1        27617           1390
   1226	 0x200003ec       0x000076a0        30368           1529
   1227	 0x200003f0       0x000070f7        28919           1456
   1228	 0x200003f4       0x00006240        25152           1266
   1229	 0x200003f8       0x000051f0        20976           1056
   1230	 0x200003fc       0x00004430        17456           878
   1231	 0x20000400       0x000055af        21935           1104
   1232	 0x20000404       0x0000616a        24938           1255
   1233	 0x20000408       0x00005398        21400           1077
   1234	 0x2000040c       0x000065b3        26035           1310
   1235	 0x20000410       0x00006b14        27412           1380
   1236	 0x20000414       0x00007990        31120           1567
   1237	 0x20000418       0x000068b8        26808           1349
   1238	 0x2000041c       0x00005b0c        23308           1173
   1239	 0x20000420       0x00006d22        27938           1406
   1240	 0x20000424       0x00007431        29745           1497
   1241	 0x20000428       0x00007da0        32160           1619
   1242	 0x2000042c       0x00008162        33122           1667
   1243	 0x20000430       0x00006b62        27490           1384
   1244	 0x20000434       0x0000785e        30814           1551
   1245	 0x20000438       0x00006aca        27338           1376
   1246	 0x2000043c       0x00007a38        31288           1575
   1247	 0x20000440       0x00008a48        35400           1782
   1248	 0x20000444       0x000093ac        37804           1903
   1249	 0x20000448       0x00009708        38664           1946
   1250	 0x2000044c       0x000088c7        35015           1763
   1251	 0x20000450       0x000074a4        29860           1503
   1252	 0x20000454       0x00007c50        31824           1602
   1253	 0x20000458       0x00008198        33176           1670
   1254	 0x2000045c       0x00006a58        27224           1370
   1255	 0x20000460       0x00007dc9        32201           1621
   1256	 0x20000464       0x00007f18        32536           1638
   1257	 0x20000468       0x000072fc        29436           1482
   1258	 0x2000046c       0x00008004        32772           1650
   1259	 0x20000470       0x00006e81        28289           1424
   1260	 0x20000474       0x00006bd8        27608           1390
   1261	 0x20000478       0x00007738        30520           1536
   1262	 0x2000047c       0x00006dc7        28103           1415
   1263	 0x20000480       0x000071b9        29113           1465
   1264	 0x20000484       0x00005f4e        24398           1228
   1265	 0x20000488       0x00005caa        23722           1194
   1266	 0x2000048c       0x000066a8        26280           1323
   1267	 0x20000490       0x00006200        25088           1263
   1268	 0x20000494       0x00005158        20824           1048
   1269	 0x20000498       0x0000465b        18011           906
   1270	 0x2000049c       0x000052c4        21188           1066
   1271	 0x200004a0       0x000065c0        26048           1311
   1272	 0x200004a4       0x00006b9c        27548           1387
   1273	 0x200004a8       0x000078a4        30884           1555
   1274	 0x200004ac       0x0000691d        26909           1354
   1275	 0x200004b0       0x00005c60        23648           1190
   1276	 0x200004b4       0x0000689f        26783           1348
   1277	 0x200004b8       0x00005bcb        23499           1183
   1278	 0x200004bc       0x00006bd8        27608           1390
   1279	 0x200004c0       0x00007818        30744           1548
   1280	 0x200004c4       0x00006b6c        27500           1384
   1281	 0x200004c8       0x0000771e        30494           1535
   1282	 0x200004cc       0x00006e3f        28223           1421
   1283	 0x200004d0       0x00006a98        27288           1374
   1284	 0x200004d4       0x00007adb        31451           1583
   1285	 0x200004d8       0x00008941        35137           1769
   1286	 0x200004dc       0x00007128        28968           1458
   1287	 0x200004e0       0x000061c2        25026           1260
   1288	 0x200004e4       0x0000536b        21355           1075
   1289	 0x200004e8       0x0000659b        26011           1309
   1290	 0x200004ec       0x00006cec        27884           1404
   1291	 0x200004f0       0x0000729d        29341           1477
   1292	 0x200004f4       0x00008198        33176           1670
   1293	 0x200004f8       0x00006d45        27973           1408
   1294	 0x200004fc       0x000072fe        29438           1482
   1295	 0x20000500       0x000081d0        33232           1673
   1296	 0x20000504       0x00006a7d        27261           1372
   1297	 0x20000508       0x00007b17        31511           1586
   1298	 0x2000050c       0x0000896c        35180           1771
   1299	 0x20000510       0x000071a6        29094           1464
   1300	 0x20000514       0x00006058        24664           1241
   1301	 0x20000518       0x0000575c        22364           1126
   1302	 0x2000051c       0x0000537f        21375           1076
   1303	 0x20000520       0x00006728        26408           1329
   1304	 0x20000524       0x00005feb        24555           1236
   1305	 0x20000528       0x00005910        22800           1148
   1306	 0x2000052c       0x00004df0        19952           1004
   1307	 0x20000530       0x000057b8        22456           1130
   1308	 0x20000534       0x000052f0        21232           1069
   1309	 0x20000538       0x000065bb        26043           1311
   1310	 0x2000053c       0x00006cd4        27860           1402
   1311	 0x20000540       0x000074cc        29900           1505
   1312	 0x20000544       0x00007ae1        31457           1583
   1313	 0x20000548       0x0000887f        34943           1759
   1314	 0x2000054c       0x000073d1        29649           1492
   1315	 0x20000550       0x00007fc0        32704           1646
   1316	 0x20000554       0x00007269        29289           1474
   1317	 0x20000558       0x00008170        33136           1668
   1318	 0x2000055c       0x00006c24        27684           1394
   1319	 0x20000560       0x00007718        30488           1535
   1320	 0x20000564       0x00006e38        28216           1420
   1321	 0x20000568       0x00006b0a        27402           1379
   1322	 0x2000056c       0x00007968        31080           1565
   1323	 0x20000570       0x000066de        26334           1326
   1324	 0x20000574       0x0000612e        24878           1252
   1325	 0x20000578       0x000054c8        21704           1092
   1326	 0x2000057c       0x0000620f        25103           1264
   1327	 0x20000580       0x000050e8        20712           1042
   1328	 0x20000584       0x000047a7        18343           923
   1329	 0x20000588       0x00004644        17988           905
   1330	 0x2000058c       0x0000513f        20799           1047
   1331	 0x20000590       0x00004799        18329           922
   1332	 0x20000594       0x00004458        17496           880
   1333	 0x20000598       0x000056b4        22196           1117
   1334	 0x2000059c       0x000055bc        21948           1105
   1335	 0x200005a0       0x00005f0d        24333           1225
   1336	 0x200005a4       0x00005ae8        23272           1171
   1337	 0x200005a8       0x00006bf8        27640           1391
   1338	 0x200005ac       0x00007888        30856           1553
   1339	 0x200005b0       0x000069f9        27129           1366
   1340	 0x200005b4       0x00005831        22577           1136
   1341	 0x200005b8       0x0000518c        20876           1051
   1342	 0x200005bc       0x0000454d        17741           893
   1343	 0x200005c0       0x0000536d        21357           1075
   1344	 0x200005c4       0x00006758        26456           1332
   1345	 0x200005c8       0x00005f67        24423           1229
   1346	 0x200005cc       0x000059fc        23036           1159
   1347	 0x200005d0       0x00004aec        19180           965
   1348	 0x200005d4       0x0000600b        24587           1238
   1349	 0x200005d8       0x000059cc        22988           1157
   1350	 0x200005dc       0x00004b81        19329           973
   1351	 0x200005e0       0x00005eaa        24234           1220
   1352	 0x200005e4       0x00005b44        23364           1176
   1353	 0x200005e8       0x00006cdb        27867           1403
   1354	 0x200005ec       0x000075c8        30152           1518
   1355	 0x200005f0       0x000077c8        30664           1544
   1356	 0x200005f4       0x00006c48        27720           1395
   1357	 0x200005f8       0x000077e8        30696           1545
   1358	 0x200005fc       0x00006c18        27672           1393
   1359	 0x20000600       0x000078aa        30890           1555
   1360	 0x20000604       0x000067e8        26600           1339
   1361	 0x20000608       0x00005f00        24320           1224
   1362	 0x2000060c       0x00005b42        23362           1176
   1363	 0x20000610       0x00006c77        27767           1398
   1364	 0x20000614       0x000075cc        30156           1518
   1365	 0x20000618       0x00007806        30726           1547
   1366	 0x2000061c       0x00006cbf        27839           1401
   1367	 0x20000620       0x000075d8        30168           1519
   1368	 0x20000624       0x000077e8        30696           1545
   1369	 0x20000628       0x00006c70        27760           1397
   1370	 0x2000062c       0x000074a0        29856           1503
   1371	 0x20000630       0x00007c18        31768           1599
   1372	 0x20000634       0x00008422        33826           1703
   1373	 0x20000638       0x000086ff        34559           1740
   1374	 0x2000063c       0x000079cf        31183           1570
   1375	 0x20000640       0x00006640        26176           1318
   1376	 0x20000644       0x00006ac0        27328           1376
   1377	 0x20000648       0x00007c6c        31852           1603
   1378	 0x2000064c       0x0000818c        33164           1669
   1379	 0x20000650       0x00006b98        27544           1386
   1380	 0x20000654       0x000078e8        30952           1558
   1381	 0x20000658       0x00006858        26712           1345
   1382	 0x2000065c       0x00005d5f        23903           1203
   1383	 0x20000660       0x0000654c        25932           1305
   1384	 0x20000664       0x00006d98        28056           1412
   1385	 0x20000668       0x000072ec        29420           1481
   1386	 0x2000066c       0x00008112        33042           1663
   1387	 0x20000670       0x00006d58        27992           1409
   1388	 0x20000674       0x00007188        29064           1463
   1389	 0x20000678       0x000060b8        24760           1246
   1390	 0x2000067c       0x000055ae        21934           1104
   1391	 0x20000680       0x00005ef8        24312           1224
   1392	 0x20000684       0x00005b1e        23326           1174
   1393	 0x20000688       0x00006bca        27594           1389
   1394	 0x2000068c       0x00007928        31016           1561
   1395	 0x20000690       0x000068d8        26840           1351
   1396	 0x20000694       0x00005a2c        23084           1162
   1397	 0x20000698       0x00004b08        19208           967
   1398	 0x2000069c       0x00005f5f        24415           1229
   1399	 0x200006a0       0x00005a13        23059           1161
   1400	 0x200006a4       0x00004dae        19886           1001
   1401	 0x200006a8       0x000057c4        22468           1131
   1402	 0x200006ac       0x0000523f        21055           1060
   1403	 0x200006b0       0x00004432        17458           879
   1404	 0x200006b4       0x0000573e        22334           1124
   1405	 0x200006b8       0x00005528        21800           1097
   1406	 0x200006bc       0x00005f62        24418           1229
   1407	 0x200006c0       0x00005a18        23064           1161
   1408	 0x200006c4       0x00004b3f        19263           969
   1409	 0x200006c8       0x00006004        24580           1237
   1410	 0x200006cc       0x00005931        22833           1149
   1411	 0x200006d0       0x00004c34        19508           982
   1412	 0x200006d4       0x00005ddc        24028           1209
   1413	 0x200006d8       0x00006579        25977           1308
   1414	 0x200006dc       0x00006bc9        27593           1389
   1415	 0x200006e0       0x00007954        31060           1563
   1416	 0x200006e4       0x000065d8        26072           1312
   1417	 0x200006e8       0x00006c00        27648           1392
   1418	 0x200006ec       0x000078d6        30934           1557
   1419	 0x200006f0       0x00006838        26680           1343
   1420	 0x200006f4       0x00005eb8        24248           1220
   1421	 0x200006f8       0x00005a51        23121           1164
   1422	 0x200006fc       0x00004b7a        19322           972
   1423	 0x20000700       0x00006046        24646           1241
   1424	 0x20000704       0x000056f9        22265           1121
   1425	 0x20000708       0x00005483        21635           1089
   1426	 0x2000070c       0x0000632c        25388           1278
   1427	 0x20000710       0x00007343        29507           1485
   1428	 0x20000714       0x000081b8        33208           1672
   1429	 0x20000718       0x000069f6        27126           1365
   1430	 0x2000071c       0x000058d1        22737           1144
   1431	 0x20000720       0x00004e98        20120           1013
   1432	 0x20000724       0x0000569b        22171           1116
   1433	 0x20000728       0x00005621        22049           1110
   1434	 0x2000072c       0x00005ce0        23776           1197
   1435	 0x20000730       0x000067d8        26584           1338
   1436	 0x20000734       0x00005f68        24424           1229
   1437	 0x20000738       0x000059e8        23016           1158
   1438	 0x2000073c       0x00004c2f        19503           982
   1439	 0x20000740       0x00005c38        23608           1188
   1440	 0x20000744       0x00006ac9        27337           1376
   1441	 0x20000748       0x00007c88        31880           1605
   1442	 0x2000074c       0x0000814f        33103           1666
   1443	 0x20000750       0x00006cab        27819           1400
   1444	 0x20000754       0x000073f0        29680           1494
   1445	 0x20000758       0x00007e5a        32346           1628
