
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   843	 0x20001918       0x0000a04f        41039           2066
   844	 0x2000191c       0x000087b8        34744           1749
   845	 0x20001920       0x000079dc        31196           1570
   846	 0x20001924       0x00006512        25874           1302
   847	 0x20001928       0x00006f0e        28430           1431
   848	 0x2000192c       0x0000678c        26508           1334
   849	 0x20001930       0x00005e00        24064           1211
   850	 0x20001934       0x000066f6        26358           1327
   851	 0x20001938       0x00006148        24904           1254
   852	 0x2000193c       0x00005473        21619           1088
   853	 0x20001940       0x000062ac        25260           1271
   854	 0x20001944       0x00007363        29539           1487
   855	 0x20001948       0x0000822d        33325           1678
   856	 0x2000194c       0x00008d8c        36236           1824
   857	 0x20001950       0x00008bf8        35832           1804
   858	 0x20001954       0x00008db8        36280           1826
   859	 0x20001958       0x00008298        33432           1683
   860	 0x2000195c       0x00008fd2        36818           1853
   861	 0x20001960       0x00007c34        31796           1601
   862	 0x20001964       0x0000826a        33386           1681
   863	 0x20001968       0x00008dbf        36287           1827
   864	 0x2000196c       0x0000836b        33643           1694
   865	 0x20001970       0x00008d8c        36236           1824
   866	 0x20001974       0x00008a9f        35487           1786
   867	 0x20001978       0x00009270        37488           1887
   868	 0x2000197c       0x00009c5d        40029           2015
   869	 0x20001980       0x00009c20        39968           2012
   870	 0x20001984       0x00009d33        40243           2026
   871	 0x20001988       0x000098b8        39096           1968
   872	 0x2000198c       0x00007fa0        32672           1645
   873	 0x20001990       0x00007378        29560           1488
   874	 0x20001994       0x00007ffa        32762           1649
   875	 0x20001998       0x00006f9d        28573           1438
   876	 0x2000199c       0x0000657a        25978           1308
   877	 0x200019a0       0x00006b41        27457           1382
   878	 0x200019a4       0x00007bd3        31699           1596
   879	 0x200019a8       0x000085a5        34213           1722
   880	 0x200019ac       0x000083f8        33784           1701
   881	 0x200019b0       0x00008898        34968           1760
   882	 0x200019b4       0x000073f8        29688           1494
   883	 0x200019b8       0x00008059        32857           1654
   884	 0x200019bc       0x00006e3a        28218           1420
   885	 0x200019c0       0x0000684a        26698           1344
   886	 0x200019c4       0x00005f3e        24382           1227
   887	 0x200019c8       0x00005ac8        23240           1170
   888	 0x200019cc       0x00006e83        28291           1424
   889	 0x200019d0       0x000068d8        26840           1351
   890	 0x200019d4       0x000059e8        23016           1158
   891	 0x200019d8       0x00004cc4        19652           989
   892	 0x200019dc       0x00005cdf        23775           1197
   893	 0x200019e0       0x00006799        26521           1335
   894	 0x200019e4       0x00005f89        24457           1231
   895	 0x200019e8       0x00005829        22569           1136
   896	 0x200019ec       0x000052f2        21234           1069
   897	 0x200019f0       0x0000672a        26410           1329
   898	 0x200019f4       0x00005fae        24494           1233
   899	 0x200019f8       0x0000597f        22911           1153
   900	 0x200019fc       0x00004cf8        19704           992
   901	 0x20001a00       0x00005ba1        23457           1181
   902	 0x20001a04       0x00006b27        27431           1381
   903	 0x20001a08       0x00007899        30873           1554
   904	 0x20001a0c       0x000069c3        27075           1363
   905	 0x20001a10       0x000059b4        22964           1156
   906	 0x20001a14       0x00004d20        19744           994
   907	 0x20001a18       0x00005908        22792           1147
   908	 0x20001a1c       0x00004c7e        19582           986
   909	 0x20001a20       0x00005de5        24037           1210
   910	 0x20001a24       0x000065a3        26019           1310
   911	 0x20001a28       0x00006b43        27459           1382
   912	 0x20001a2c       0x00007a50        31312           1576
   913	 0x20001a30       0x00008828        34856           1755
   914	 0x20001a34       0x00007727        30503           1535
   915	 0x20001a38       0x00006e5c        28252           1422
   916	 0x20001a3c       0x000068b3        26803           1349
   917	 0x20001a40       0x00005bb0        23472           1181
   918	 0x20001a44       0x00006b20        27424           1380
   919	 0x20001a48       0x00007a73        31347           1578
   920	 0x20001a4c       0x000089a8        35240           1774
   921	 0x20001a50       0x000070dc        28892           1454
   922	 0x20001a54       0x00006237        25143           1266
   923	 0x20001a58       0x0000522c        21036           1059
   924	 0x20001a5c       0x00004592        17810           896
   925	 0x20001a60       0x0000521b        21019           1058
   926	 0x20001a64       0x000043d6        17366           874
   927	 0x20001a68       0x000058c4        22724           1144
   928	 0x20001a6c       0x00004f33        20275           1020
   929	 0x20001a70       0x00004cdb        19675           990
   930	 0x20001a74       0x00005a81        23169           1166
   931	 0x20001a78       0x00004a3d        19005           956
   932	 0x20001a7c       0x00003f6e        16238           817
   933	 0x20001a80       0x0000401e        16414           826
   934	 0x20001a84       0x00003c6f        15471           779
   935	 0x20001a88       0x0000502c        20524           1033
   936	 0x20001a8c       0x00004b1a        19226           968
   937	 0x20001a90       0x00006101        24833           1250
   938	 0x20001a94       0x00005400        21504           1082
   939	 0x20001a98       0x000062a0        25248           1271
   940	 0x20001a9c       0x00007571        30065           1513
   941	 0x20001aa0       0x00007a51        31313           1576
   942	 0x20001aa4       0x00008920        35104           1767
   943	 0x20001aa8       0x000072f8        29432           1482
   944	 0x20001aac       0x00007f59        32601           1641
   945	 0x20001ab0       0x000073cc        29644           1492
   946	 0x20001ab4       0x00007f89        32649           1644
   947	 0x20001ab8       0x000070ef        28911           1455
   948	 0x20001abc       0x00006249        25161           1266
   949	 0x20001ac0       0x000050b8        20664           1040
   950	 0x20001ac4       0x0000495c        18780           945
   951	 0x20001ac8       0x00004094        16532           832
   952	 0x20001acc       0x00003b7a        15226           766
   953	 0x20001ad0       0x000051af        20911           1052
   954	 0x20001ad4       0x00004669        18025           907
   955	 0x20001ad8       0x000051de        20958           1055
   956	 0x20001adc       0x00004548        17736           893
   957	 0x20001ae0       0x00005131        20785           1046
   958	 0x20001ae4       0x000047d7        18391           926
   959	 0x20001ae8       0x0000466d        18029           907
   960	 0x20001aec       0x00005024        20516           1033
   961	 0x20001af0       0x00004ba8        19368           975
   962	 0x20001af4       0x00005d80        23936           1205
   963	 0x20001af8       0x0000674c        26444           1331
   964	 0x20001afc       0x0000614f        24911           1254
   965	 0x20001b00       0x000052d0        21200           1067
   966	 0x20001b04       0x0000677c        26492           1333
   967	 0x20001b08       0x00005f59        24409           1229
   968	 0x20001b0c       0x00005b68        23400           1178
   969	 0x20001b10       0x00006ca0        27808           1400
   970	 0x20001b14       0x0000739a        29594           1490
   971	 0x20001b18       0x00007fb8        32696           1646
   972	 0x20001b1c       0x000071a7        29095           1465
   973	 0x20001b20       0x0000604a        24650           1241
   974	 0x20001b24       0x00005893        22675           1141
   975	 0x20001b28       0x00004f59        20313           1022
   976	 0x20001b2c       0x00004dc0        19904           1002
   977	 0x20001b30       0x000059f0        23024           1159
   978	 0x20001b34       0x00004aa6        19110           962
   979	 0x20001b38       0x00003d7b        15739           792
   980	 0x20001b3c       0x00004a83        19075           960
   981	 0x20001b40       0x00003eb0        16048           808
   982	 0x20001b44       0x00004a18        18968           955
   983	 0x20001b48       0x00003c8a        15498           780
   984	 0x20001b4c       0x00004eeb        20203           1017
   985	 0x20001b50       0x00004e18        19992           1006
   986	 0x20001b54       0x00005758        22360           1125
   987	 0x20001b58       0x00005558        21848           1100
   988	 0x20001b5c       0x00005de8        24040           1210
   989	 0x20001b60       0x000064fd        25853           1301
   990	 0x20001b64       0x00006e1c        28188           1419
   991	 0x20001b68       0x000071a8        29096           1465
   992	 0x20001b6c       0x0000610c        24844           1250
   993	 0x20001b70       0x0000524e        21070           1060
   994	 0x20001b74       0x000044f8        17656           889
   995	 0x20001b78       0x0000544b        21579           1086
   996	 0x20001b7c       0x0000631c        25372           1277
   997	 0x20001b80       0x0000742f        29743           1497
   998	 0x20001b84       0x00007d50        32080           1615
   999	 0x20001b88       0x000080cb        32971           1660
   1000	 0x20001b8c       0x00006ec9        28361           1428
   1001	 0x20001b90       0x000067a8        26536           1336
   1002	 0x20001b94       0x00005fad        24493           1233
   1003	 0x20001b98       0x000058a8        22696           1142
   1004	 0x20001b9c       0x00004e58        20056           1009
   1005	 0x20001ba0       0x00005867        22631           1139
   1006	 0x20001ba4       0x00005043        20547           1034
   1007	 0x20001ba8       0x00004ad9        19161           964
   1008	 0x20001bac       0x00006052        24658           1241
   1009	 0x20001bb0       0x000057cf        22479           1131
   1010	 0x20001bb4       0x00005378        21368           1075
   1011	 0x20001bb8       0x00006480        25728           1295
   1012	 0x20001bbc       0x00006f17        28439           1432
   1013	 0x20001bc0       0x00006848        26696           1344
   1014	 0x20001bc4       0x00005e00        24064           1211
   1015	 0x20001bc8       0x00006588        25992           1308
   1016	 0x20001bcc       0x00006aab        27307           1375
   1017	 0x20001bd0       0x00007aad        31405           1581
   1018	 0x20001bd4       0x00008a47        35399           1782
   1019	 0x20001bd8       0x0000944c        37964           1911
   1020	 0x20001bdc       0x00009582        38274           1927
   1021	 0x20001be0       0x00009191        37265           1876
   1022	 0x20001be4       0x000078b8        30904           1556
   1023	 0x20001be8       0x00006ac0        27328           1376
   1024	 0x20001bec       0x00007a19        31257           1573
   1025	 0x20001bf0       0x000089b9        35257           1775
   1026	 0x20001bf4       0x00007123        28963           1458
   1027	 0x20001bf8       0x00006171        24945           1256
   1028	 0x20001bfc       0x0000557f        21887           1102
   1029	 0x20001c00       0x00005ef8        24312           1224
   1030	 0x20001c04       0x00005aa7        23207           1168
   1031	 0x20001c08       0x00006ddf        28127           1416
   1032	 0x20001c0c       0x0000724c        29260           1473
   1033	 0x20001c10       0x000083b8        33720           1697
   1034	 0x20001c14       0x000089b0        35248           1774
   1035	 0x20001c18       0x00007197        29079           1464
   1036	 0x20001c1c       0x000060c5        24773           1247
   1037	 0x20001c20       0x00005568        21864           1100
   1038	 0x20001c24       0x00006084        24708           1244
   1039	 0x20001c28       0x00005440        21568           1086
   1040	 0x20001c2c       0x000062ab        25259           1271
   1041	 0x20001c30       0x00007698        30360           1528
   1042	 0x20001c34       0x00006f20        28448           1432
   1043	 0x20001c38       0x00006858        26712           1345
   1044	 0x20001c3c       0x00005b2d        23341           1175
   1045	 0x20001c40       0x00006c38        27704           1395
   1046	 0x20001c44       0x0000799a        31130           1567
   1047	 0x20001c48       0x0000660c        26124           1315
   1048	 0x20001c4c       0x00006b78        27512           1385
   1049	 0x20001c50       0x000077f2        30706           1546
   1050	 0x20001c54       0x00006ba2        27554           1387
   1051	 0x20001c58       0x00007ad2        31442           1583
   1052	 0x20001c5c       0x00008764        34660           1745
   1053	 0x20001c60       0x000078c8        30920           1556
   1054	 0x20001c64       0x00006822        26658           1342
   1055	 0x20001c68       0x00005e90        24208           1218
   1056	 0x20001c6c       0x00005d38        23864           1201
   1057	 0x20001c70       0x00006605        26117           1315
   1058	 0x20001c74       0x00006ab8        27320           1375
   1059	 0x20001c78       0x00007b4b        31563           1589
   1060	 0x20001c7c       0x000086b8        34488           1736
   1061	 0x20001c80       0x00007b8c        31628           1592
   1062	 0x20001c84       0x00008538        34104           1717
   1063	 0x20001c88       0x0000844c        33868           1705
   1064	 0x20001c8c       0x0000896b        35179           1771
   1065	 0x20001c90       0x000072ba        29370           1478
   1066	 0x20001c94       0x0000820b        33291           1676
   1067	 0x20001c98       0x00008d60        36192           1822
   1068	 0x20001c9c       0x00008ae8        35560           1790
   1069	 0x20001ca0       0x00009478        38008           1913
   1070	 0x20001ca4       0x000094ce        38094           1918
   1071	 0x20001ca8       0x000093fd        37885           1907
   1072	 0x20001cac       0x000094ff        38143           1920
   1073	 0x20001cb0       0x0000931f        37663           1896
   1074	 0x20001cb4       0x00009ba8        39848           2006
   1075	 0x20001cb8       0x00009c18        39960           2012
   1076	 0x20001cbc       0x00009b68        39784           2003
   1077	 0x20001cc0       0x00009f98        40856           2057
   1078	 0x20001cc4       0x00008a00        35328           1778
   1079	 0x20001cc8       0x0000968a        38538           1940
   1080	 0x20001ccc       0x000087ed        34797           1752
   1081	 0x20001cd0       0x00007560        30048           1513
   1082	 0x20001cd4       0x00007a38        31288           1575
   1083	 0x20001cd8       0x0000894b        35147           1769
   1084	 0x20001cdc       0x0000743c        29756           1498
   1085	 0x20001ce0       0x00007b88        31624           1592
   1086	 0x20001ce4       0x00008488        33928           1708
   1087	 0x20001ce8       0x000088a9        34985           1761
   1088	 0x20001cec       0x0000752b        29995           1510
   1089	 0x20001cf0       0x00007b67        31591           1590
   1090	 0x20001cf4       0x000085a6        34214           1722
   1091	 0x20001cf8       0x000083c9        33737           1698
   1092	 0x20001cfc       0x00008c80        35968           1811
   1093	 0x20001d00       0x00008e91        36497           1837
   1094	 0x20001d04       0x0000821c        33308           1677
   1095	 0x20001d08       0x00008d46        36166           1821
   1096	 0x20001d0c       0x00008b8d        35725           1798
   1097	 0x20001d10       0x00009388        37768           1901
   1098	 0x20001d14       0x000098c8        39112           1969
   1099	 0x20001d18       0x00008088        32904           1656
   1100	 0x20001d1c       0x00006d84        28036           1411
   1101	 0x20001d20       0x00007278        29304           1475
   1102	 0x20001d24       0x000083d8        33752           1699
   1103	 0x20001d28       0x00008af3        35571           1791
   1104	 0x20001d2c       0x000090d8        37080           1867
   1105	 0x20001d30       0x00007af4        31476           1584
   1106	 0x20001d34       0x00008788        34696           1747
   1107	 0x20001d38       0x00007a58        31320           1577
   1108	 0x20001d3c       0x0000890a        35082           1766
   1109	 0x20001d40       0x000070e7        28903           1455
   1110	 0x20001d44       0x00006352        25426           1280
   1111	 0x20001d48       0x00007390        29584           1489
   1112	 0x20001d4c       0x000080a4        32932           1658
   1113	 0x20001d50       0x00006df6        28150           1417
   1114	 0x20001d54       0x00007000        28672           1443
   1115	 0x20001d58       0x000066d4        26324           1325
   1116	 0x20001d5c       0x00006264        25188           1268
   1117	 0x20001d60       0x000051c0        20928           1053
   1118	 0x20001d64       0x00004568        17768           894
   1119	 0x20001d68       0x000050d6        20694           1042
   1120	 0x20001d6c       0x0000496f        18799           946
   1121	 0x20001d70       0x0000407c        16508           831
   1122	 0x20001d74       0x00003ce8        15592           785
   1123	 0x20001d78       0x00004e6b        20075           1010
   1124	 0x20001d7c       0x000055ad        21933           1104
   1125	 0x20001d80       0x00006148        24904           1254
   1126	 0x20001d84       0x00005358        21336           1074
   1127	 0x20001d88       0x0000648d        25741           1296
   1128	 0x20001d8c       0x00006fac        28588           1439
   1129	 0x20001d90       0x0000659c        26012           1309
   1130	 0x20001d94       0x00006d78        28024           1411
   1131	 0x20001d98       0x00007258        29272           1473
   1132	 0x20001d9c       0x00008098        32920           1657
   1133	 0x20001da0       0x00006f44        28484           1434
   1134	 0x20001da4       0x000066b8        26296           1324
   1135	 0x20001da8       0x000062fc        25340           1275
   1136	 0x20001dac       0x00007367        29543           1487
   1137	 0x20001db0       0x00007e49        32329           1627
   1138	 0x20001db4       0x000076c9        30409           1531
   1139	 0x20001db8       0x00006f38        28472           1433
   1140	 0x20001dbc       0x0000678d        26509           1334
   1141	 0x20001dc0       0x00005f1a        24346           1225
   1142	 0x20001dc4       0x00005967        22887           1152
   1143	 0x20001dc8       0x00004f30        20272           1020
   1144	 0x20001dcc       0x00004d8c        19852           999
   1145	 0x20001dd0       0x00005948        22856           1150
   1146	 0x20001dd4       0x00004c4d        19533           983
   1147	 0x20001dd8       0x00005c8b        23691           1192
   1148	 0x20001ddc       0x00006c07        27655           1392
   1149	 0x20001de0       0x000077ef        30703           1546
   1150	 0x20001de4       0x00006af8        27384           1378
   1151	 0x20001de8       0x00007ac2        31426           1582
   1152	 0x20001dec       0x000087af        34735           1749
   1153	 0x20001df0       0x00007ad7        31447           1583
   1154	 0x20001df4       0x000087a9        34729           1748
   1155	 0x20001df8       0x000076b8        30392           1530
   1156	 0x20001dfc       0x00006ff8        28664           1443
   1157	 0x20001e00       0x00006583        25987           1308
   1158	 0x20001e04       0x00006df2        28146           1417
   1159	 0x20001e08       0x00007190        29072           1463
   1160	 0x20001e0c       0x00005e3f        24127           1214
   1161	 0x20001e10       0x0000653c        25916           1304
   1162	 0x20001e14       0x00006dbf        28095           1414
   1163	 0x20001e18       0x0000734c        29516           1486
   1164	 0x20001e1c       0x00007f97        32663           1644
   1165	 0x20001e20       0x000070b8        28856           1453
   1166	 0x20001e24       0x00006368        25448           1281
   1167	 0x20001e28       0x000073af        29615           1491
   1168	 0x20001e2c       0x00007ef8        32504           1636
   1169	 0x20001e30       0x000072e0        29408           1480
   1170	 0x20001e34       0x0000802a        32810           1652
   1171	 0x20001e38       0x0000705c        28764           1448
   1172	 0x20001e3c       0x00006378        25464           1282
   1173	 0x20001e40       0x00007162        29026           1461
   1174	 0x20001e44       0x000060b4        24756           1246
   1175	 0x20001e48       0x00005478        21624           1088
   1176	 0x20001e4c       0x000064e8        25832           1300
   1177	 0x20001e50       0x00006e03        28163           1418
   1178	 0x20001e54       0x000070c8        28872           1453
   1179	 0x20001e58       0x00006267        25191           1268
   1180	 0x20001e5c       0x00005120        20768           1045
   1181	 0x20001e60       0x000048d8        18648           939
   1182	 0x20001e64       0x00004108        16648           838
   1183	 0x20001e68       0x00003898        14488           729
   1184	 0x20001e6c       0x0000367e        13950           702
   1185	 0x20001e70       0x000042e2        17122           862
   1186	 0x20001e74       0x000035e1        13793           694
   1187	 0x20001e78       0x00004510        17680           890
   1188	 0x20001e7c       0x000051c8        20936           1054
   1189	 0x20001e80       0x00004639        17977           905
   1190	 0x20001e84       0x00005158        20824           1048
   1191	 0x20001e88       0x0000458b        17803           896
   1192	 0x20001e8c       0x000052af        21167           1065
   1193	 0x20001e90       0x0000433d        17213           866
   1194	 0x20001e94       0x00005a38        23096           1162
   1195	 0x20001e98       0x00004b75        19317           972
   1196	 0x20001e9c       0x00005e00        24064           1211
   1197	 0x20001ea0       0x000064e7        25831           1300
   1198	 0x20001ea4       0x00006dc2        28098           1414
   1199	 0x20001ea8       0x000072b0        29360           1478
   1200	 0x20001eac       0x000082f8        33528           1688
   1201	 0x20001eb0       0x00008a78        35448           1784
   1202	 0x20001eb4       0x00009424        37924           1909
   1203	 0x20001eb8       0x000095f4        38388           1932
   1204	 0x20001ebc       0x000089af        35247           1774
   1205	 0x20001ec0       0x00007360        29536           1487
   1206	 0x20001ec4       0x00007e78        32376           1630
   1207	 0x20001ec8       0x000074af        29871           1504
   1208	 0x20001ecc       0x00007c6a        31850           1603
   1209	 0x20001ed0       0x00008292        33426           1683
   1210	 0x20001ed4       0x00008e17        36375           1831
   1211	 0x20001ed8       0x000081c2        33218           1672
   1212	 0x20001edc       0x00006c00        27648           1392
   1213	 0x20001ee0       0x000078f8        30968           1559
   1214	 0x20001ee4       0x000067e2        26594           1339
   1215	 0x20001ee8       0x00005f3f        24383           1227
   1216	 0x20001eec       0x00005988        22920           1154
   1217	 0x20001ef0       0x00004d60        19808           997
   1218	 0x20001ef4       0x00005a85        23173           1166
   1219	 0x20001ef8       0x00004994        18836           948
   1220	 0x20001efc       0x00003fa4        16292           820
   1221	 0x20001f00       0x00003f11        16145           812
   1222	 0x20001f04       0x000040bc        16572           834
   1223	 0x20001f08       0x00003df3        15859           798
   1224	 0x20001f0c       0x00004a10        18960           954
   1225	 0x20001f10       0x00003dfe        15870           799
   1226	 0x20001f14       0x00004b0f        19215           967
   1227	 0x20001f18       0x00006041        24641           1240
   1228	 0x20001f1c       0x00005868        22632           1139
   1229	 0x20001f20       0x00004ff1        20465           1030
   1230	 0x20001f24       0x00004b26        19238           968
   1231	 0x20001f28       0x00006117        24855           1251
   1232	 0x20001f2c       0x0000544e        21582           1086
   1233	 0x20001f30       0x00006438        25656           1291
   1234	 0x20001f34       0x00007000        28672           1443
   1235	 0x20001f38       0x000064a0        25760           1297
   1236	 0x20001f3c       0x0000706b        28779           1449
   1237	 0x20001f40       0x00006263        25187           1268
   1238	 0x20001f44       0x00005178        20856           1050
   1239	 0x20001f48       0x0000462f        17967           904
   1240	 0x20001f4c       0x00005000        20480           1031
   1241	 0x20001f50       0x00004d41        19777           995
   1242	 0x20001f54       0x000058b8        22712           1143
   1243	 0x20001f58       0x00004e4b        20043           1009
   1244	 0x20001f5c       0x000057bb        22459           1130
   1245	 0x20001f60       0x000051c0        20928           1053
   1246	 0x20001f64       0x00004750        18256           919
   1247	 0x20001f68       0x0000455a        17754           893
   1248	 0x20001f6c       0x000052a4        21156           1065
   1249	 0x20001f70       0x000044bc        17596           886
   1250	 0x20001f74       0x0000550d        21773           1096
   1251	 0x20001f78       0x00006164        24932           1255
   1252	 0x20001f7c       0x0000529c        21148           1064
   1253	 0x20001f80       0x00004373        17267           869
   1254	 0x20001f84       0x00005ac5        23237           1170
   1255	 0x20001f88       0x00006ced        27885           1404
   1256	 0x20001f8c       0x000074be        29886           1504
   1257	 0x20001f90       0x00007a2a        31274           1574
   1258	 0x20001f94       0x000088a8        34984           1761
   1259	 0x20001f98       0x0000771f        30495           1535
   1260	 0x20001f9c       0x00006d08        27912           1405
   1261	 0x20001fa0       0x00007432        29746           1497
   1262	 0x20001fa4       0x00007db2        32178           1620
   1263	 0x20001fa8       0x00007f29        32553           1639
   1264	 0x20001fac       0x00007551        30033           1512
   1265	 0x20001fb0       0x000078a3        30883           1555
   1266	 0x20001fb4       0x000068ec        26860           1352
   1267	 0x20001fb8       0x00005aae        23214           1168
   1268	 0x20001fbc       0x00006de0        28128           1416
   1269	 0x20001fc0       0x00007409        29705           1495
   1270	 0x20001fc4       0x00007d8c        32140           1618
   1271	 0x20001fc8       0x00007f67        32615           1642
   1272	 0x20001fcc       0x000072ed        29421           1481
   1273	 0x20001fd0       0x00008198        33176           1670
   1274	 0x20001fd4       0x00006ca5        27813           1400
   1275	 0x20001fd8       0x00007399        29593           1490
   1276	 0x20001fdc       0x00007ef8        32504           1636
   1277	 0x20001fe0       0x000073a9        29609           1490
   1278	 0x20001fe4       0x00007f8b        32651           1644
   1279	 0x20001fe8       0x00007328        29480           1484
   1280	 0x20001fec       0x00007f3d        32573           1640
   1281	 0x20001ff0       0x00007194        29076           1464
   1282	 0x20001ff4       0x0000622a        25130           1265
   1283	 0x20001ff8       0x000051b8        20920           1053
   1284	 0x20001ffc       0x00004633        17971           904
   1285	 0x20002000       0x00004f5c        20316           1022
   1286	 0x20002004       0x00004c52        19538           983
   1287	 0x20002008       0x00005f7f        24447           1231
   1288	 0x2000200c       0x00005903        22787           1147
   1289	 0x20002010       0x00004e90        20112           1012
   1290	 0x20002014       0x00005575        21877           1101
   1291	 0x20002018       0x00005fbc        24508           1234
   1292	 0x2000201c       0x00005a53        23123           1164
   1293	 0x20002020       0x00004a71        19057           959
   1294	 0x20002024       0x00003c7e        15486           779
   1295	 0x20002028       0x0000502c        20524           1033
   1296	 0x2000202c       0x00004b0e        19214           967
   1297	 0x20002030       0x00006130        24880           1252
   1298	 0x20002034       0x00005318        21272           1071
   1299	 0x20002038       0x000065a6        26022           1310
   1300	 0x2000203c       0x00006cd9        27865           1403
   1301	 0x20002040       0x000074d4        29908           1505
   1302	 0x20002044       0x00007bb8        31672           1594
   1303	 0x20002048       0x00008498        33944           1709
   1304	 0x2000204c       0x0000869a        34458           1735
   1305	 0x20002050       0x00007c0b        31755           1598
   1306	 0x20002054       0x00008544        34116           1717
   1307	 0x20002058       0x00008618        34328           1728
   1308	 0x2000205c       0x00007abb        31419           1582
   1309	 0x20002060       0x000087fd        34813           1752
   1310	 0x20002064       0x00007747        30535           1537
   1311	 0x20002068       0x00006dec        28140           1416
   1312	 0x2000206c       0x00007178        29048           1462
   1313	 0x20002070       0x00005fdf        24543           1235
   1314	 0x20002074       0x000058fc        22780           1147
   1315	 0x20002078       0x00004f78        20344           1024
   1316	 0x2000207c       0x00004c11        19473           980
   1317	 0x20002080       0x00005bfc        23548           1185
   1318	 0x20002084       0x00006c09        27657           1392
   1319	 0x20002088       0x00007842        30786           1550
   1320	 0x2000208c       0x00006ad3        27347           1377
   1321	 0x20002090       0x00007a82        31362           1579
   1322	 0x20002094       0x00008712        34578           1741
   1323	 0x20002098       0x00007af1        31473           1584
   1324	 0x2000209c       0x000088b1        34993           1762
   1325	 0x200020a0       0x000074fb        29947           1507
   1326	 0x200020a4       0x00007a78        31352           1578
   1327	 0x200020a8       0x00008742        34626           1743
   1328	 0x200020ac       0x00007ae3        31459           1584
   1329	 0x200020b0       0x000088c8        35016           1763
   1330	 0x200020b4       0x00007426        29734           1497
   1331	 0x200020b8       0x00007dc8        32200           1621
   1332	 0x200020bc       0x00007e7b        32379           1630
   1333	 0x200020c0       0x0000762c        30252           1523
   1334	 0x200020c4       0x00007138        28984           1459
   1335	 0x200020c8       0x00005fbb        24507           1234
   1336	 0x200020cc       0x00005874        22644           1140
   1337	 0x200020d0       0x0000506f        20591           1036
   1338	 0x200020d4       0x00004c68        19560           984
   1339	 0x200020d8       0x00005d1f        23839           1200
   1340	 0x200020dc       0x00006509        25865           1302
   1341	 0x200020e0       0x00006e38        28216           1420
   1342	 0x200020e4       0x0000698c        27020           1360
   1343	 0x200020e8       0x00005ac8        23240           1170
   1344	 0x200020ec       0x00006de0        28128           1416
   1345	 0x200020f0       0x00006ff8        28664           1443
   1346	 0x200020f4       0x00006678        26232           1320
   1347	 0x200020f8       0x000062ba        25274           1272
   1348	 0x200020fc       0x0000754f        30031           1512
   1349	 0x20002100       0x00007a10        31248           1573
   1350	 0x20002104       0x000063ad        25517           1284
   1351	 0x20002108       0x0000730c        29452           1483
   1352	 0x2000210c       0x000081d4        33236           1673
   1353	 0x20002110       0x00006aa2        27298           1374
   1354	 0x20002114       0x00007bfc        31740           1598
   1355	 0x20002118       0x000083c0        33728           1698
   1356	 0x2000211c       0x00008c18        35864           1805
   1357	 0x20002120       0x00008f4c        36684           1847
   1358	 0x20002124       0x00007e9c        32412           1632
   1359	 0x20002128       0x000074de        29918           1506
   1360	 0x2000212c       0x00007a20        31264           1574
   1361	 0x20002130       0x00008ad1        35537           1789
   1362	 0x20002134       0x00009438        37944           1910
   1363	 0x20002138       0x000093a0        37792           1902
   1364	 0x2000213c       0x00009a4a        39498           1988
   1365	 0x20002140       0x0000a086        41094           2069
   1366	 0x20002144       0x0000895a        35162           1770
   1367	 0x20002148       0x000072b9        29369           1478
   1368	 0x2000214c       0x00008008        32776           1650
   1369	 0x20002150       0x00007038        28728           1446
   1370	 0x20002154       0x000062f1        25329           1275
   1371	 0x20002158       0x00007538        30008           1511
   1372	 0x2000215c       0x000079c8        31176           1569
   1373	 0x20002160       0x0000646c        25708           1294
   1374	 0x20002164       0x0000721c        29212           1470
   1375	 0x20002168       0x00005ef8        24312           1224
   1376	 0x2000216c       0x00005a18        23064           1161
   1377	 0x20002170       0x00004bfc        19452           979
   1378	 0x20002174       0x00005c50        23632           1189
   1379	 0x20002178       0x00006c24        27684           1394
   1380	 0x2000217c       0x000077d8        30680           1544
   1381	 0x20002180       0x00006b18        27416           1380
   1382	 0x20002184       0x00007a76        31350           1578
   1383	 0x20002188       0x000087ff        34815           1753
   1384	 0x2000218c       0x00007838        30776           1549
   1385	 0x20002190       0x000069c8        27080           1363
   1386	 0x20002194       0x000057d2        22482           1132
   1387	 0x20002198       0x00005272        21106           1062
   1388	 0x2000219c       0x0000440a        17418           877
   1389	 0x200021a0       0x000058f5        22773           1146
   1390	 0x200021a4       0x00004e18        19992           1006
   1391	 0x200021a8       0x000055b6        21942           1104
   1392	 0x200021ac       0x00006008        24584           1237
   1393	 0x200021b0       0x00005859        22617           1138
   1394	 0x200021b4       0x000051a0        20896           1052
   1395	 0x200021b8       0x00004690        18064           909
   1396	 0x200021bc       0x00004e73        20083           1011
   1397	 0x200021c0       0x000057a8        22440           1129
   1398	 0x200021c4       0x000053a8        21416           1078
   1399	 0x200021c8       0x00006592        26002           1309
   1400	 0x200021cc       0x00006c58        27736           1396
   1401	 0x200021d0       0x000073c4        29636           1492
   1402	 0x200021d4       0x00007fda        32730           1648
   1403	 0x200021d8       0x00007263        29283           1474
   1404	 0x200021dc       0x0000823c        33340           1678
   1405	 0x200021e0       0x00008d86        36230           1824
   1406	 0x200021e4       0x00008b03        35587           1791
