
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   318	 0x1ffff5b8       0x00008dc2        36290           1827
   319	 0x1ffff5bc       0x00008352        33618           1692
   320	 0x1ffff5c0       0x00008dc0        36288           1827
   321	 0x1ffff5c4       0x00008298        33432           1683
   322	 0x1ffff5c8       0x00008d08        36104           1817
   323	 0x1ffff5cc       0x00008bfe        35838           1804
   324	 0x1ffff5d0       0x00008ef8        36600           1842
   325	 0x1ffff5d4       0x000081ec        33260           1674
   326	 0x1ffff5d8       0x000069fe        27134           1366
   327	 0x1ffff5dc       0x00005882        22658           1140
   328	 0x1ffff5e0       0x0000512c        20780           1046
   329	 0x1ffff5e4       0x000047a8        18344           923
   330	 0x1ffff5e8       0x000046e0        18144           913
   331	 0x1ffff5ec       0x000045fc        17916           902
   332	 0x1ffff5f0       0x000050cc        20684           1041
   333	 0x1ffff5f4       0x0000493c        18748           944
   334	 0x1ffff5f8       0x00004009        16393           825
   335	 0x1ffff5fc       0x00003e98        16024           806
   336	 0x1ffff600       0x0000478b        18315           922
   337	 0x1ffff604       0x000045b8        17848           898
   338	 0x1ffff608       0x000053f8        21496           1082
   339	 0x1ffff60c       0x00006378        25464           1282
   340	 0x1ffff610       0x000072bf        29375           1479
   341	 0x1ffff614       0x000080c7        32967           1660
   342	 0x1ffff618       0x00006dd8        28120           1415
   343	 0x1ffff61c       0x00007389        29577           1489
   344	 0x1ffff620       0x00007e98        32408           1631
   345	 0x1ffff624       0x000074be        29886           1504
   346	 0x1ffff628       0x00007af0        31472           1584
   347	 0x1ffff62c       0x000087ef        34799           1752
   348	 0x1ffff630       0x00007718        30488           1535
   349	 0x1ffff634       0x00006ca0        27808           1400
   350	 0x1ffff638       0x000075a0        30112           1516
   351	 0x1ffff63c       0x000079d3        31187           1570
   352	 0x1ffff640       0x000065c4        26052           1311
   353	 0x1ffff644       0x00006c43        27715           1395
   354	 0x1ffff648       0x000076c2        30402           1530
   355	 0x1ffff64c       0x00006f08        28424           1431
   356	 0x1ffff650       0x000069df        27103           1364
   357	 0x1ffff654       0x000057fd        22525           1134
   358	 0x1ffff658       0x000051fa        20986           1056
   359	 0x1ffff65c       0x00004488        17544           883
   360	 0x1ffff660       0x0000562e        22062           1110
   361	 0x1ffff664       0x00005f7c        24444           1230
   362	 0x1ffff668       0x00005847        22599           1137
   363	 0x1ffff66c       0x00005155        20821           1048
   364	 0x1ffff670       0x00004714        18196           916
   365	 0x1ffff674       0x00004770        18288           920
   366	 0x1ffff678       0x00004723        18211           916
   367	 0x1ffff67c       0x000045a9        17833           897
   368	 0x1ffff680       0x0000512c        20780           1046
   369	 0x1ffff684       0x00004924        18724           942
   370	 0x1ffff688       0x00004082        16514           831
   371	 0x1ffff68c       0x00003d7a        15738           792
   372	 0x1ffff690       0x00004a4c        19020           957
   373	 0x1ffff694       0x00003d6c        15724           791
   374	 0x1ffff698       0x00004db0        19888           1001
   375	 0x1ffff69c       0x000057ea        22506           1133
   376	 0x1ffff6a0       0x00005258        21080           1061
   377	 0x1ffff6a4       0x00004340        17216           866
   378	 0x1ffff6a8       0x000058f8        22776           1146
   379	 0x1ffff6ac       0x00004f53        20307           1022
   380	 0x1ffff6b0       0x00004c49        19529           983
   381	 0x1ffff6b4       0x00005d50        23888           1202
   382	 0x1ffff6b8       0x000066c5        26309           1324
   383	 0x1ffff6bc       0x0000621c        25116           1264
   384	 0x1ffff6c0       0x0000527c        21116           1063
   385	 0x1ffff6c4       0x0000429a        17050           858
   386	 0x1ffff6c8       0x000035c0        13760           692
   387	 0x1ffff6cc       0x0000463f        17983           905
   388	 0x1ffff6d0       0x0000507e        20606           1037
   389	 0x1ffff6d4       0x00004a6d        19053           959
   390	 0x1ffff6d8       0x00003c9c        15516           781
   391	 0x1ffff6dc       0x00004e83        20099           1012
   392	 0x1ffff6e0       0x00005898        22680           1142
   393	 0x1ffff6e4       0x00004db8        19896           1001
   394	 0x1ffff6e8       0x00005882        22658           1140
   395	 0x1ffff6ec       0x00005093        20627           1038
   396	 0x1ffff6f0       0x00004a87        19079           960
   397	 0x1ffff6f4       0x00003ee0        16096           810
   398	 0x1ffff6f8       0x00004764        18276           920
   399	 0x1ffff6fc       0x000044dd        17629           887
   400	 0x1ffff700       0x00005770        22384           1127
   401	 0x1ffff704       0x0000537e        21374           1076
   402	 0x1ffff708       0x00006678        26232           1320
   403	 0x1ffff70c       0x00006118        24856           1251
   404	 0x1ffff710       0x0000534c        21324           1073
   405	 0x1ffff714       0x00006819        26649           1341
   406	 0x1ffff718       0x00005e48        24136           1215
   407	 0x1ffff71c       0x000064b4        25780           1298
   408	 0x1ffff720       0x00006cf0        27888           1404
   409	 0x1ffff724       0x000073cc        29644           1492
   410	 0x1ffff728       0x000080d0        32976           1660
   411	 0x1ffff72c       0x00006d00        27904           1405
   412	 0x1ffff730       0x000072fd        29437           1482
   413	 0x1ffff734       0x000081e0        33248           1674
   414	 0x1ffff738       0x00006b10        27408           1380
   415	 0x1ffff73c       0x00007b4f        31567           1589
   416	 0x1ffff740       0x0000862c        34348           1729
   417	 0x1ffff744       0x00007ab8        31416           1581
   418	 0x1ffff748       0x00008950        35152           1770
   419	 0x1ffff74c       0x00007308        29448           1482
   420	 0x1ffff750       0x0000814c        33100           1666
   421	 0x1ffff754       0x00006b58        27480           1383
   422	 0x1ffff758       0x00007898        30872           1554
   423	 0x1ffff75c       0x00006a43        27203           1369
   424	 0x1ffff760       0x00005852        22610           1138
   425	 0x1ffff764       0x00004fe4        20452           1029
   426	 0x1ffff768       0x00004c28        19496           981
   427	 0x1ffff76c       0x00005d23        23843           1200
   428	 0x1ffff770       0x0000688e        26766           1347
   429	 0x1ffff774       0x00005bb8        23480           1182
   430	 0x1ffff778       0x00006978        27000           1359
   431	 0x1ffff77c       0x00005a60        23136           1164
   432	 0x1ffff780       0x00004ae0        19168           965
   433	 0x1ffff784       0x00006168        24936           1255
   434	 0x1ffff788       0x000052ef        21231           1069
   435	 0x1ffff78c       0x0000656c        25964           1307
   436	 0x1ffff790       0x00006e38        28216           1420
   437	 0x1ffff794       0x00006a1e        27166           1367
   438	 0x1ffff798       0x000057b7        22455           1130
   439	 0x1ffff79c       0x000052c8        21192           1067
   440	 0x1ffff7a0       0x00006640        26176           1318
   441	 0x1ffff7a4       0x00006c3c        27708           1395
   442	 0x1ffff7a8       0x0000781c        30748           1548
   443	 0x1ffff7ac       0x000068e0        26848           1351
   444	 0x1ffff7b0       0x00005b50        23376           1177
   445	 0x1ffff7b4       0x00006c68        27752           1397
   446	 0x1ffff7b8       0x00007675        30325           1526
   447	 0x1ffff7bc       0x0000701a        28698           1445
   448	 0x1ffff7c0       0x0000647e        25726           1295
   449	 0x1ffff7c4       0x00006eb8        28344           1427
   450	 0x1ffff7c8       0x000068a4        26788           1348
   451	 0x1ffff7cc       0x00005b80        23424           1179
   452	 0x1ffff7d0       0x00006d6e        28014           1410
   453	 0x1ffff7d4       0x000071c1        29121           1466
   454	 0x1ffff7d8       0x0000601d        24605           1238
   455	 0x1ffff7dc       0x000058a7        22695           1142
   456	 0x1ffff7e0       0x00004e44        20036           1008
   457	 0x1ffff7e4       0x000057b8        22456           1130
   458	 0x1ffff7e8       0x000051c0        20928           1053
   459	 0x1ffff7ec       0x0000468c        18060           909
   460	 0x1ffff7f0       0x0000505a        20570           1035
   461	 0x1ffff7f4       0x0000495b        18779           945
   462	 0x1ffff7f8       0x0000403c        16444           828
   463	 0x1ffff7fc       0x00003d7d        15741           792
   464	 0x1ffff800       0x00004cd8        19672           990
   465	 0x1ffff804       0x000059f4        23028           1159
   466	 0x1ffff808       0x00004a40        19008           957
   467	 0x1ffff80c       0x00003e70        15984           804
   468	 0x1ffff810       0x000049b7        18871           950
   469	 0x1ffff814       0x00003f68        16232           817
   470	 0x1ffff818       0x00004081        16513           831
   471	 0x1ffff81c       0x00003b88        15240           767
   472	 0x1ffff820       0x00005292        21138           1064
   473	 0x1ffff824       0x000044a8        17576           885
   474	 0x1ffff828       0x000054d8        21720           1093
   475	 0x1ffff82c       0x000060e0        24800           1248
   476	 0x1ffff830       0x000053ca        21450           1080
   477	 0x1ffff834       0x000065ef        26095           1313
   478	 0x1ffff838       0x00006c5f        27743           1396
   479	 0x1ffff83c       0x0000741c        29724           1496
   480	 0x1ffff840       0x00007e67        32359           1629
   481	 0x1ffff844       0x00007560        30048           1513
   482	 0x1ffff848       0x000079c3        31171           1569
   483	 0x1ffff84c       0x00006770        26480           1333
   484	 0x1ffff850       0x00005e9b        24219           1219
   485	 0x1ffff854       0x00005c38        23608           1188
   486	 0x1ffff858       0x00006aa0        27296           1374
   487	 0x1ffff85c       0x00007af0        31472           1584
   488	 0x1ffff860       0x00008866        34918           1758
   489	 0x1ffff864       0x000073ec        29676           1494
   490	 0x1ffff868       0x00007f7d        32637           1643
   491	 0x1ffff86c       0x00007328        29480           1484
   492	 0x1ffff870       0x00007fc8        32712           1647
   493	 0x1ffff874       0x000071c0        29120           1466
   494	 0x1ffff878       0x00005f78        24440           1230
   495	 0x1ffff87c       0x00005861        22625           1139
   496	 0x1ffff880       0x0000531e        21278           1071
   497	 0x1ffff884       0x00006588        25992           1308
   498	 0x1ffff888       0x00006bc7        27591           1389
   499	 0x1ffff88c       0x00007972        31090           1565
   500	 0x1ffff890       0x00006694        26260           1322
   501	 0x1ffff894       0x00006355        25429           1280
   502	 0x1ffff898       0x00007209        29193           1469
   503	 0x1ffff89c       0x00005f4c        24396           1228
   504	 0x1ffff8a0       0x00005b30        23344           1175
   505	 0x1ffff8a4       0x00006c7d        27773           1398
   506	 0x1ffff8a8       0x00007577        30071           1514
   507	 0x1ffff8ac       0x00007898        30872           1554
   508	 0x1ffff8b0       0x0000684e        26702           1344
   509	 0x1ffff8b4       0x000060e0        24800           1248
   510	 0x1ffff8b8       0x000053f2        21490           1082
   511	 0x1ffff8bc       0x00006490        25744           1296
   512	 0x1ffff8c0       0x00006dbb        28091           1414
   513	 0x1ffff8c4       0x00007238        29240           1472
   514	 0x1ffff8c8       0x0000848c        33932           1708
   515	 0x1ffff8cc       0x00008638        34360           1730
   516	 0x1ffff8d0       0x00007b51        31569           1589
   517	 0x1ffff8d4       0x000086c8        34504           1737
   518	 0x1ffff8d8       0x00007ab8        31416           1581
   519	 0x1ffff8dc       0x0000895e        35166           1770
   520	 0x1ffff8e0       0x00007157        29015           1461
   521	 0x1ffff8e4       0x000060ba        24762           1246
   522	 0x1ffff8e8       0x0000555f        21855           1100
   523	 0x1ffff8ec       0x00006036        24630           1240
   524	 0x1ffff8f0       0x000058ba        22714           1143
   525	 0x1ffff8f4       0x00004d87        19847           999
   526	 0x1ffff8f8       0x00005843        22595           1137
   527	 0x1ffff8fc       0x00005386        21382           1076
   528	 0x1ffff900       0x00006567        25959           1307
   529	 0x1ffff904       0x00006d88        28040           1411
   530	 0x1ffff908       0x000071f0        29168           1468
   531	 0x1ffff90c       0x00005e98        24216           1219
   532	 0x1ffff910       0x00005d87        23943           1205
   533	 0x1ffff914       0x000065b0        26032           1310
   534	 0x1ffff918       0x00006b5b        27483           1383
   535	 0x1ffff91c       0x00007988        31112           1566
   536	 0x1ffff920       0x0000663e        26174           1317
   537	 0x1ffff924       0x00006c56        27734           1396
   538	 0x1ffff928       0x000076aa        30378           1529
   539	 0x1ffff92c       0x00006de8        28136           1416
   540	 0x1ffff930       0x00007346        29510           1485
   541	 0x1ffff934       0x00008086        32902           1656
   542	 0x1ffff938       0x00006ec2        28354           1427
   543	 0x1ffff93c       0x000067a0        26528           1335
   544	 0x1ffff940       0x00005eb3        24243           1220
   545	 0x1ffff944       0x00005e2f        24111           1214
   546	 0x1ffff948       0x000063d7        25559           1286
   547	 0x1ffff94c       0x0000720f        29199           1470
   548	 0x1ffff950       0x00005e3e        24126           1214
   549	 0x1ffff954       0x000063eb        25579           1288
   550	 0x1ffff958       0x00007430        29744           1497
   551	 0x1ffff95c       0x00007d71        32113           1617
   552	 0x1ffff960       0x00007fd8        32728           1647
   553	 0x1ffff964       0x00007118        28952           1457
   554	 0x1ffff968       0x00006157        24919           1254
   555	 0x1ffff96c       0x000055ab        21931           1104
   556	 0x1ffff970       0x00005e78        24184           1217
   557	 0x1ffff974       0x00005a3e        23102           1163
   558	 0x1ffff978       0x00004ca0        19616           987
   559	 0x1ffff97c       0x00005cc0        23744           1195
   560	 0x1ffff980       0x000068b2        26802           1349
   561	 0x1ffff984       0x00005a76        23158           1166
   562	 0x1ffff988       0x00004968        18792           946
   563	 0x1ffff98c       0x0000419b        16795           845
   564	 0x1ffff990       0x0000397d        14717           741
   565	 0x1ffff994       0x000032e9        13033           656
   566	 0x1ffff998       0x0000277e        10110           509
   567	 0x1ffff99c       0x00002b4a        11082           558
   568	 0x1ffff9a0       0x00002339        9017           454
   569	 0x1ffff9a4       0x00001a75        6773           341
   570	 0x1ffff9a8       0x00001679        5753           289
   571	 0x1ffff9ac       0x0000294c        10572           532
   572	 0x1ffff9b0       0x00002790        10128           509
   573	 0x1ffff9b4       0x00002c78        11384           573
   574	 0x1ffff9b8       0x000040d9        16601           835
   575	 0x1ffff9bc       0x00003b10        15120           761
   576	 0x1ffff9c0       0x0000308b        12427           625
   577	 0x1ffff9c4       0x00002fc4        12228           615
   578	 0x1ffff9c8       0x000031af        12719           640
   579	 0x1ffff9cc       0x00002abb        10939           550
   580	 0x1ffff9d0       0x00002208        8712           438
   581	 0x1ffff9d4       0x00001fab        8107           408
   582	 0x1ffff9d8       0x0000243c        9276           467
   583	 0x1ffff9dc       0x00003b99        15257           768
   584	 0x1ffff9e0       0x0000512b        20779           1046
   585	 0x1ffff9e4       0x00004750        18256           919
   586	 0x1ffff9e8       0x00004898        18584           935
   587	 0x1ffff9ec       0x000041cd        16845           848
   588	 0x1ffff9f0       0x000036f2        14066           708
   589	 0x1ffff9f4       0x0000435e        17246           868
   590	 0x1ffff9f8       0x00005938        22840           1150
   591	 0x1ffff9fc       0x00004e7f        20095           1011
   592	 0x1ffffa00       0x00005510        21776           1096
   593	 0x1ffffa04       0x00005f67        24423           1229
   594	 0x1ffffa08       0x00005c17        23575           1187
   595	 0x1ffffa0c       0x00006af8        27384           1378
   596	 0x1ffffa10       0x00007a80        31360           1579
   597	 0x1ffffa14       0x000087c0        34752           1749
   598	 0x1ffffa18       0x000077a8        30632           1542
   599	 0x1ffffa1c       0x00006e3f        28223           1421
   600	 0x1ffffa20       0x00006970        26992           1359
   601	 0x1ffffa24       0x00005938        22840           1150
   602	 0x1ffffa28       0x00004d24        19748           994
   603	 0x1ffffa2c       0x000059c7        22983           1157
   604	 0x1ffffa30       0x00004d93        19859           999
   605	 0x1ffffa34       0x00005843        22595           1137
   606	 0x1ffffa38       0x00005018        20504           1032
   607	 0x1ffffa3c       0x00004c28        19496           981
   608	 0x1ffffa40       0x00005da0        23968           1206
   609	 0x1ffffa44       0x000065d8        26072           1312
   610	 0x1ffffa48       0x00006a70        27248           1372
   611	 0x1ffffa4c       0x00007a80        31360           1579
   612	 0x1ffffa50       0x00008a8f        35471           1786
   613	 0x1ffffa54       0x000093ed        37869           1906
   614	 0x1ffffa58       0x00009600        38400           1933
   615	 0x1ffffa5c       0x000088e9        35049           1764
   616	 0x1ffffa60       0x000072e8        29416           1481
   617	 0x1ffffa64       0x00008338        33592           1691
   618	 0x1ffffa68       0x00008af4        35572           1791
   619	 0x1ffffa6c       0x0000912a        37162           1871
   620	 0x1ffffa70       0x00007ae8        31464           1584
   621	 0x1ffffa74       0x000087c8        34760           1750
   622	 0x1ffffa78       0x00007993        31123           1567
   623	 0x1ffffa7c       0x00006620        26144           1316
   624	 0x1ffffa80       0x0000693a        26938           1356
   625	 0x1ffffa84       0x00005bda        23514           1184
   626	 0x1ffffa88       0x00006bab        27563           1387
   627	 0x1ffffa8c       0x00007a21        31265           1574
   628	 0x1ffffa90       0x000087db        34779           1751
   629	 0x1ffffa94       0x0000751c        29980           1509
   630	 0x1ffffa98       0x00007c58        31832           1602
   631	 0x1ffffa9c       0x000082b8        33464           1685
   632	 0x1ffffaa0       0x00008c9c        35996           1812
   633	 0x1ffffaa4       0x00008d78        36216           1823
   634	 0x1ffffaa8       0x00008b1b        35611           1793
   635	 0x1ffffaac       0x0000946a        37994           1913
   636	 0x1ffffab0       0x000094cf        38095           1918
   637	 0x1ffffab4       0x000092ad        37549           1890
   638	 0x1ffffab8       0x00009b3f        39743           2001
   639	 0x1ffffabc       0x00009fe7        40935           2061
   640	 0x1ffffac0       0x00008bb8        35768           1801
   641	 0x1ffffac4       0x000090f8        37112           1868
   642	 0x1ffffac8       0x00007886        30854           1553
   643	 0x1ffffacc       0x00006a98        27288           1374
   644	 0x1ffffad0       0x00007b68        31592           1590
   645	 0x1ffffad4       0x00008727        34599           1742
   646	 0x1ffffad8       0x000078f8        30968           1559
   647	 0x1ffffadc       0x0000674f        26447           1331
   648	 0x1ffffae0       0x00006277        25207           1269
   649	 0x1ffffae4       0x000051a7        20903           1052
   650	 0x1ffffae8       0x000046b1        18097           911
   651	 0x1ffffaec       0x00004f20        20256           1019
   652	 0x1ffffaf0       0x00004cf3        19699           991
   653	 0x1ffffaf4       0x00005c13        23571           1186
   654	 0x1ffffaf8       0x00006a98        27288           1374
   655	 0x1ffffafc       0x00007a98        31384           1580
   656	 0x1ffffb00       0x0000881c        34844           1754
   657	 0x1ffffb04       0x00007543        30019           1511
   658	 0x1ffffb08       0x00007be4        31716           1597
   659	 0x1ffffb0c       0x000084d1        34001           1712
   660	 0x1ffffb10       0x00008527        34087           1716
   661	 0x1ffffb14       0x00008758        34648           1744
   662	 0x1ffffb18       0x00007918        31000           1560
   663	 0x1ffffb1c       0x00006898        26776           1348
   664	 0x1ffffb20       0x00005af0        23280           1172
   665	 0x1ffffb24       0x00006c18        27672           1393
   666	 0x1ffffb28       0x00007960        31072           1564
   667	 0x1ffffb2c       0x00006741        26433           1331
   668	 0x1ffffb30       0x000061a8        25000           1258
   669	 0x1ffffb34       0x00005153        20819           1048
   670	 0x1ffffb38       0x0000461c        17948           903
   671	 0x1ffffb3c       0x000052c0        21184           1066
   672	 0x1ffffb40       0x0000670d        26381           1328
   673	 0x1ffffb44       0x00006193        24979           1257
   674	 0x1ffffb48       0x00005246        21062           1060
   675	 0x1ffffb4c       0x00004401        17409           876
   676	 0x1ffffb50       0x000058d8        22744           1145
   677	 0x1ffffb54       0x00004dea        19946           1004
   678	 0x1ffffb58       0x00005660        22112           1113
   679	 0x1ffffb5c       0x00005e18        24088           1212
   680	 0x1ffffb60       0x00006488        25736           1295
   681	 0x1ffffb64       0x00006fa7        28583           1439
   682	 0x1ffffb68       0x000065f8        26104           1314
   683	 0x1ffffb6c       0x000069e0        27104           1364
   684	 0x1ffffb70       0x000059d8        23000           1158
   685	 0x1ffffb74       0x00004bd8        19416           977
   686	 0x1ffffb78       0x00005e30        24112           1214
   687	 0x1ffffb7c       0x00006378        25464           1282
   688	 0x1ffffb80       0x0000719c        29084           1464
   689	 0x1ffffb84       0x00006180        24960           1256
   690	 0x1ffffb88       0x000052c7        21191           1067
   691	 0x1ffffb8c       0x00006638        26168           1317
   692	 0x1ffffb90       0x00006b4c        27468           1383
   693	 0x1ffffb94       0x000079e0        31200           1571
   694	 0x1ffffb98       0x00006774        26484           1333
   695	 0x1ffffb9c       0x00005fa8        24488           1233
   696	 0x1ffffba0       0x00005738        22328           1124
   697	 0x1ffffba4       0x00005480        21632           1089
   698	 0x1ffffba8       0x000063e8        25576           1287
   699	 0x1ffffbac       0x000072d8        29400           1480
   700	 0x1ffffbb0       0x00008050        32848           1654
   701	 0x1ffffbb4       0x00006d0c        27916           1405
   702	 0x1ffffbb8       0x0000757d        30077           1514
   703	 0x1ffffbbc       0x000079f8        31224           1572
   704	 0x1ffffbc0       0x000064e4        25828           1300
   705	 0x1ffffbc4       0x00006e58        28248           1422
   706	 0x1ffffbc8       0x0000687a        26746           1346
   707	 0x1ffffbcc       0x00005d7f        23935           1205
   708	 0x1ffffbd0       0x00006718        26392           1328
   709	 0x1ffffbd4       0x00005fdd        24541           1235
   710	 0x1ffffbd8       0x000058dd        22749           1145
   711	 0x1ffffbdc       0x00004df9        19961           1005
   712	 0x1ffffbe0       0x00005938        22840           1150
   713	 0x1ffffbe4       0x00004d1e        19742           994
   714	 0x1ffffbe8       0x0000586c        22636           1139
   715	 0x1ffffbec       0x0000519e        20894           1052
   716	 0x1ffffbf0       0x00004630        17968           904
   717	 0x1ffffbf4       0x00005184        20868           1050
   718	 0x1ffffbf8       0x0000467c        18044           908
   719	 0x1ffffbfc       0x00004ee0        20192           1016
   720	 0x1ffffc00       0x00004e8d        20109           1012
   721	 0x1ffffc04       0x00005740        22336           1124
   722	 0x1ffffc08       0x000052e8        21224           1068
   723	 0x1ffffc0c       0x00006742        26434           1331
   724	 0x1ffffc10       0x0000608c        24716           1244
   725	 0x1ffffc14       0x0000560c        22028           1109
   726	 0x1ffffc18       0x00005eef        24303           1223
   727	 0x1ffffc1c       0x00005a08        23048           1160
   728	 0x1ffffc20       0x00004b67        19303           971
   729	 0x1ffffc24       0x00005fb8        24504           1233
   730	 0x1ffffc28       0x000059e2        23010           1158
   731	 0x1ffffc2c       0x00004b87        19335           973
   732	 0x1ffffc30       0x00005de2        24034           1210
   733	 0x1ffffc34       0x00006578        25976           1307
   734	 0x1ffffc38       0x00006c8b        27787           1399
   735	 0x1ffffc3c       0x000074ec        29932           1507
   736	 0x1ffffc40       0x00007bb8        31672           1594
   737	 0x1ffffc44       0x000083c8        33736           1698
   738	 0x1ffffc48       0x00008bb8        35768           1801
   739	 0x1ffffc4c       0x00009246        37446           1885
   740	 0x1ffffc50       0x00009ad8        39640           1996
   741	 0x1ffffc54       0x0000a060        41056           2067
   742	 0x1ffffc58       0x000087e1        34785           1751
   743	 0x1ffffc5c       0x0000777e        30590           1540
   744	 0x1ffffc60       0x00006ddf        28127           1416
   745	 0x1ffffc64       0x00007138        28984           1459
   746	 0x1ffffc68       0x000060b8        24760           1246
   747	 0x1ffffc6c       0x00005472        21618           1088
   748	 0x1ffffc70       0x000064d0        25808           1299
   749	 0x1ffffc74       0x00006ecb        28363           1428
   750	 0x1ffffc78       0x0000670d        26381           1328
   751	 0x1ffffc7c       0x00006190        24976           1257
   752	 0x1ffffc80       0x000052fc        21244           1069
   753	 0x1ffffc84       0x000066f8        26360           1327
   754	 0x1ffffc88       0x00006237        25143           1266
   755	 0x1ffffc8c       0x0000504d        20557           1035
   756	 0x1ffffc90       0x00004b73        19315           972
   757	 0x1ffffc94       0x00005fc9        24521           1234
   758	 0x1ffffc98       0x00005820        22560           1135
   759	 0x1ffffc9c       0x00005238        21048           1059
   760	 0x1ffffca0       0x000043bd        17341           873
   761	 0x1ffffca4       0x000058ba        22714           1143
   762	 0x1ffffca8       0x00004f37        20279           1021
   763	 0x1ffffcac       0x00004cc3        19651           989
   764	 0x1ffffcb0       0x00005cac        23724           1194
   765	 0x1ffffcb4       0x00006799        26521           1335
   766	 0x1ffffcb8       0x000060d0        24784           1247
   767	 0x1ffffcbc       0x000054f3        21747           1095
   768	 0x1ffffcc0       0x00005fa2        24482           1232
   769	 0x1ffffcc4       0x00005940        22848           1150
   770	 0x1ffffcc8       0x00004de0        19936           1003
   771	 0x1ffffccc       0x00005875        22645           1140
   772	 0x1ffffcd0       0x000050ec        20716           1043
   773	 0x1ffffcd4       0x00004609        17929           902
   774	 0x1ffffcd8       0x00005190        20880           1051
   775	 0x1ffffcdc       0x00004788        18312           922
   776	 0x1ffffce0       0x000044fa        17658           889
   777	 0x1ffffce4       0x000053e8        21480           1081
   778	 0x1ffffce8       0x0000631a        25370           1277
   779	 0x1ffffcec       0x000074c8        29896           1505
   780	 0x1ffffcf0       0x00007bec        31724           1597
   781	 0x1ffffcf4       0x00008438        33848           1704
   782	 0x1ffffcf8       0x000087b8        34744           1749
   783	 0x1ffffcfc       0x000077ac        30636           1542
   784	 0x1ffffd00       0x00006e02        28162           1418
   785	 0x1ffffd04       0x00007248        29256           1473
   786	 0x1ffffd08       0x00008120        33056           1664
   787	 0x1ffffd0c       0x00006c69        27753           1397
   788	 0x1ffffd10       0x00007578        30072           1514
   789	 0x1ffffd14       0x00007a63        31331           1577
   790	 0x1ffffd18       0x00008971        35185           1771
   791	 0x1ffffd1c       0x000070f8        28920           1456
   792	 0x1ffffd20       0x0000622f        25135           1265
   793	 0x1ffffd24       0x00005260        21088           1061
   794	 0x1ffffd28       0x000043cd        17357           873
   795	 0x1ffffd2c       0x000058e8        22760           1146
   796	 0x1ffffd30       0x00004cb0        19632           988
   797	 0x1ffffd34       0x00005d98        23960           1206
   798	 0x1ffffd38       0x000065e8        26088           1313
   799	 0x1ffffd3c       0x00006aa0        27296           1374
   800	 0x1ffffd40       0x00007b38        31544           1588
   801	 0x1ffffd44       0x00008618        34328           1728
   802	 0x1ffffd48       0x00007d06        32006           1611
   803	 0x1ffffd4c       0x00008210        33296           1676
   804	 0x1ffffd50       0x00008cdb        36059           1815
   805	 0x1ffffd54       0x00008d38        36152           1820
   806	 0x1ffffd58       0x00008c77        35959           1810
   807	 0x1ffffd5c       0x00008f00        36608           1843
   808	 0x1ffffd60       0x000080b3        32947           1659
   809	 0x1ffffd64       0x00006c98        27800           1399
   810	 0x1ffffd68       0x0000759e        30110           1516
   811	 0x1ffffd6c       0x00007a50        31312           1576
   812	 0x1ffffd70       0x00008848        34888           1756
   813	 0x1ffffd74       0x000075f8        30200           1520
   814	 0x1ffffd78       0x00007732        30514           1536
   815	 0x1ffffd7c       0x00006ed3        28371           1428
   816	 0x1ffffd80       0x000069e8        27112           1365
   817	 0x1ffffd84       0x0000578c        22412           1128
   818	 0x1ffffd88       0x00005342        21314           1073
   819	 0x1ffffd8c       0x000065b0        26032           1310
   820	 0x1ffffd90       0x00006c97        27799           1399
   821	 0x1ffffd94       0x000076d0        30416           1531
   822	 0x1ffffd98       0x00006d8f        28047           1412
   823	 0x1ffffd9c       0x0000729c        29340           1477
   824	 0x1ffffda0       0x000081f8        33272           1675
   825	 0x1ffffda4       0x00008e79        36473           1836
   826	 0x1ffffda8       0x00008326        33574           1690
   827	 0x1ffffdac       0x00008a7f        35455           1785
   828	 0x1ffffdb0       0x000094b8        38072           1917
   829	 0x1ffffdb4       0x00009410        37904           1908
   830	 0x1ffffdb8       0x00009598        38296           1928
   831	 0x1ffffdbc       0x00008ae0        35552           1790
   832	 0x1ffffdc0       0x00009183        37251           1875
   833	 0x1ffffdc4       0x00007a0e        31246           1573
   834	 0x1ffffdc8       0x000066d8        26328           1325
   835	 0x1ffffdcc       0x000060ed        24813           1249
   836	 0x1ffffdd0       0x00005508        21768           1096
   837	 0x1ffffdd4       0x00005fc8        24520           1234
   838	 0x1ffffdd8       0x00005850        22608           1138
   839	 0x1ffffddc       0x0000531e        21278           1071
   840	 0x1ffffde0       0x000065cf        26063           1312
   841	 0x1ffffde4       0x00006bb3        27571           1388
   842	 0x1ffffde8       0x000078bf        30911           1556
   843	 0x1ffffdec       0x000068e7        26855           1352
   844	 0x1ffffdf0       0x00005ca0        23712           1193
   845	 0x1ffffdf4       0x000066e6        26342           1326
   846	 0x1ffffdf8       0x000061af        25007           1259
   847	 0x1ffffdfc       0x00005399        21401           1077
   848	 0x1ffffe00       0x00006591        26001           1309
   849	 0x1ffffe04       0x00006cc2        27842           1401
   850	 0x1ffffe08       0x00007398        29592           1490
   851	 0x1ffffe0c       0x00007e8c        32396           1631
   852	 0x1ffffe10       0x0000774b        30539           1537
   853	 0x1ffffe14       0x00006cae        27822           1400
   854	 0x1ffffe18       0x00007503        29955           1508
   855	 0x1ffffe1c       0x00007a45        31301           1576
