
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   1151	 0x200002bc       0x00007540        30016           1511
   1152	 0x200002c0       0x0000798f        31119           1566
   1153	 0x200002c4       0x00006618        26136           1316
   1154	 0x200002c8       0x00006aed        27373           1378
   1155	 0x200002cc       0x00007a7a        31354           1578
   1156	 0x200002d0       0x00008a27        35367           1780
   1157	 0x200002d4       0x000094a5        38053           1916
   1158	 0x200002d8       0x000093b4        37812           1903
   1159	 0x200002dc       0x00009968        39272           1977
   1160	 0x200002e0       0x00008007        32775           1650
   1161	 0x200002e4       0x0000706c        28780           1449
   1162	 0x200002e8       0x0000626e        25198           1268
   1163	 0x200002ec       0x00005038        20536           1034
   1164	 0x200002f0       0x00004b9f        19359           974
   1165	 0x200002f4       0x00005f7a        24442           1230
   1166	 0x200002f8       0x000059b7        22967           1156
   1167	 0x200002fc       0x00004b77        19319           972
   1168	 0x20000300       0x00005e87        24199           1218
   1169	 0x20000304       0x00005d9d        23965           1206
   1170	 0x20000308       0x0000656f        25967           1307
   1171	 0x2000030c       0x00006cf0        27888           1404
   1172	 0x20000310       0x000073c8        29640           1492
   1173	 0x20000314       0x00007e60        32352           1629
   1174	 0x20000318       0x000076e8        30440           1532
   1175	 0x2000031c       0x00006e58        28248           1422
   1176	 0x20000320       0x000068c3        26819           1350
   1177	 0x20000324       0x00005ba8        23464           1181
   1178	 0x20000328       0x00006b68        27496           1384
   1179	 0x2000032c       0x00007a7f        31359           1579
   1180	 0x20000330       0x00008858        34904           1757
   1181	 0x20000334       0x00007327        29479           1484
   1182	 0x20000338       0x000081df        33247           1674
   1183	 0x2000033c       0x00006b98        27544           1386
   1184	 0x20000340       0x00007a98        31384           1580
   1185	 0x20000344       0x00008739        34617           1743
   1186	 0x20000348       0x000077b6        30646           1543
   1187	 0x2000034c       0x00006e00        28160           1417
   1188	 0x20000350       0x00007238        29240           1472
   1189	 0x20000354       0x00008358        33624           1693
   1190	 0x20000358       0x00008a78        35448           1784
   1191	 0x2000035c       0x00009270        37488           1887
   1192	 0x20000360       0x00009ca8        40104           2019
   1193	 0x20000364       0x00009ac0        39616           1994
   1194	 0x20000368       0x0000a10b        41227           2075
   1195	 0x2000036c       0x00008609        34313           1727
   1196	 0x20000370       0x00007b2c        31532           1587
   1197	 0x20000374       0x00008884        34948           1759
   1198	 0x20000378       0x000074f8        29944           1507
   1199	 0x2000037c       0x00007ac3        31427           1582
   1200	 0x20000380       0x000087b8        34744           1749
   1201	 0x20000384       0x000077a7        30631           1542
   1202	 0x20000388       0x00006eb8        28344           1427
   1203	 0x2000038c       0x00006843        26691           1343
   1204	 0x20000390       0x00005d08        23816           1199
   1205	 0x20000394       0x00006823        26659           1342
   1206	 0x20000398       0x00005e3c        24124           1214
   1207	 0x2000039c       0x000065c3        26051           1311
   1208	 0x200003a0       0x00006b96        27542           1386
   1209	 0x200003a4       0x0000771d        30493           1535
   1210	 0x200003a8       0x00006fd8        28632           1441
   1211	 0x200003ac       0x00006548        25928           1305
   1212	 0x200003b0       0x00006dff        28159           1417
   1213	 0x200003b4       0x00007178        29048           1462
   1214	 0x200003b8       0x00005e86        24198           1218
   1215	 0x200003bc       0x00005db9        23993           1208
   1216	 0x200003c0       0x0000653b        25915           1304
   1217	 0x200003c4       0x00006d62        28002           1410
   1218	 0x200003c8       0x000072aa        29354           1478
   1219	 0x200003cc       0x000080c8        32968           1660
   1220	 0x200003d0       0x00006f38        28472           1433
   1221	 0x200003d4       0x00006759        26457           1332
   1222	 0x200003d8       0x00005fda        24538           1235
   1223	 0x200003dc       0x00005838        22584           1137
   1224	 0x200003e0       0x0000508d        20621           1038
   1225	 0x200003e4       0x00004bcc        19404           977
   1226	 0x200003e8       0x00005ebe        24254           1221
   1227	 0x200003ec       0x00005a0c        23052           1160
   1228	 0x200003f0       0x00004bd8        19416           977
   1229	 0x200003f4       0x00005da0        23968           1206
   1230	 0x200003f8       0x0000670c        26380           1328
   1231	 0x200003fc       0x00006102        24834           1250
   1232	 0x20000400       0x000052b8        21176           1066
   1233	 0x20000404       0x000067f4        26612           1340
   1234	 0x20000408       0x00005f08        24328           1225
   1235	 0x2000040c       0x00005bff        23551           1185
   1236	 0x20000410       0x00006ac3        27331           1376
   1237	 0x20000414       0x0000791c        31004           1561
   1238	 0x20000418       0x000068b4        26804           1349
   1239	 0x2000041c       0x00005c3f        23615           1189
   1240	 0x20000420       0x00006ae7        27367           1378
   1241	 0x20000424       0x00007af8        31480           1585
   1242	 0x20000428       0x000085e8        34280           1726
   1243	 0x2000042c       0x00007d3b        32059           1614
   1244	 0x20000430       0x00008136        33078           1665
   1245	 0x20000434       0x00006bef        27631           1391
   1246	 0x20000438       0x000078c8        30920           1556
   1247	 0x2000043c       0x0000678c        26508           1334
   1248	 0x20000440       0x0000611b        24859           1251
   1249	 0x20000444       0x000054e0        21728           1094
   1250	 0x20000448       0x00005f98        24472           1232
   1251	 0x2000044c       0x0000593a        22842           1150
   1252	 0x20000450       0x00004d1c        19740           993
   1253	 0x20000454       0x00005aef        23279           1172
   1254	 0x20000458       0x00006ded        28141           1417
   1255	 0x2000045c       0x000070c0        28864           1453
   1256	 0x20000460       0x00006260        25184           1268
   1257	 0x20000464       0x00005168        20840           1049
   1258	 0x20000468       0x000046a3        18083           910
   1259	 0x2000046c       0x000050c4        20676           1041
   1260	 0x20000470       0x000046a9        18089           910
   1261	 0x20000474       0x00005058        20568           1035
   1262	 0x20000478       0x00004bc1        19393           976
   1263	 0x2000047c       0x00005da8        23976           1207
   1264	 0x20000480       0x000065e4        26084           1313
   1265	 0x20000484       0x00006a4a        27210           1370
   1266	 0x20000488       0x000058a9        22697           1142
   1267	 0x2000048c       0x00004ff0        20464           1030
   1268	 0x20000490       0x00004a47        19015           957
   1269	 0x20000494       0x00003e65        15973           804
   1270	 0x20000498       0x0000489d        18589           936
   1271	 0x2000049c       0x0000442d        17453           878
   1272	 0x200004a0       0x00005810        22544           1135
   1273	 0x200004a4       0x000050d0        20688           1041
   1274	 0x200004a8       0x000047b6        18358           924
   1275	 0x200004ac       0x0000457e        17790           895
   1276	 0x200004b0       0x000052ad        21165           1065
   1277	 0x200004b4       0x00004503        17667           889
   1278	 0x200004b8       0x00005250        21072           1061
   1279	 0x200004bc       0x00004448        17480           880
   1280	 0x200004c0       0x0000569c        22172           1116
   1281	 0x200004c4       0x00005530        21808           1098
   1282	 0x200004c8       0x00006112        24850           1251
   1283	 0x200004cc       0x000053b0        21424           1078
   1284	 0x200004d0       0x0000654c        25932           1305
   1285	 0x200004d4       0x00006df0        28144           1417
   1286	 0x200004d8       0x0000718b        29067           1463
   1287	 0x200004dc       0x000060a9        24745           1246
   1288	 0x200004e0       0x00005437        21559           1085
   1289	 0x200004e4       0x000064aa        25770           1297
   1290	 0x200004e8       0x00006f88        28552           1437
   1291	 0x200004ec       0x00006588        25992           1308
   1292	 0x200004f0       0x00006c0d        27661           1392
   1293	 0x200004f4       0x00007747        30535           1537
   1294	 0x200004f8       0x00006dac        28076           1413
   1295	 0x200004fc       0x00007468        29800           1500
   1296	 0x20000500       0x00007ad0        31440           1583
   1297	 0x20000504       0x000087fc        34812           1752
   1298	 0x20000508       0x00007567        30055           1513
   1299	 0x2000050c       0x00007a36        31286           1575
   1300	 0x20000510       0x00008a81        35457           1785
   1301	 0x20000514       0x00009318        37656           1896
   1302	 0x20000518       0x000098fc        39164           1972
   1303	 0x2000051c       0x000080e0        32992           1661
   1304	 0x20000520       0x00006e05        28165           1418
   1305	 0x20000524       0x0000729c        29340           1477
   1306	 0x20000528       0x000080b8        32952           1659
   1307	 0x2000052c       0x00006dd0        28112           1415
   1308	 0x20000530       0x000072e7        29415           1481
   1309	 0x20000534       0x000081d9        33241           1673
   1310	 0x20000538       0x00006b3b        27451           1382
   1311	 0x2000053c       0x000078b8        30904           1556
   1312	 0x20000540       0x000068ca        26826           1350
   1313	 0x20000544       0x00005cdb        23771           1196
   1314	 0x20000548       0x00006778        26488           1333
   1315	 0x2000054c       0x00006026        24614           1239
   1316	 0x20000550       0x000056e8        22248           1120
   1317	 0x20000554       0x000053e9        21481           1081
   1318	 0x20000558       0x000066dc        26332           1325
   1319	 0x2000055c       0x000060e8        24808           1249
   1320	 0x20000560       0x000054b6        21686           1091
   1321	 0x20000564       0x000062b2        25266           1272
   1322	 0x20000568       0x00007417        29719           1496
   1323	 0x2000056c       0x0000806f        32879           1655
   1324	 0x20000570       0x00006e19        28185           1419
   1325	 0x20000574       0x00007208        29192           1469
   1326	 0x20000578       0x00005ed8        24280           1222
   1327	 0x2000057c       0x00005b18        23320           1174
   1328	 0x20000580       0x00006e40        28224           1421
   1329	 0x20000584       0x000068d8        26840           1351
   1330	 0x20000588       0x00005b9f        23455           1181
   1331	 0x2000058c       0x00006b60        27488           1384
   1332	 0x20000590       0x000078fe        30974           1559
   1333	 0x20000594       0x00006967        26983           1358
   1334	 0x20000598       0x00005881        22657           1140
   1335	 0x2000059c       0x0000513f        20799           1047
   1336	 0x200005a0       0x000047e5        18405           926
   1337	 0x200005a4       0x000044b8        17592           885
   1338	 0x200005a8       0x0000562f        22063           1110
   1339	 0x200005ac       0x00005cf6        23798           1198
   1340	 0x200005b0       0x000066e8        26344           1326
   1341	 0x200005b4       0x0000633b        25403           1279
   1342	 0x200005b8       0x00007318        29464           1483
   1343	 0x200005bc       0x000080e8        33000           1661
   1344	 0x200005c0       0x00006c97        27799           1399
   1345	 0x200005c4       0x000074ff        29951           1508
   1346	 0x200005c8       0x00007cef        31983           1610
   1347	 0x200005cc       0x000080eb        33003           1661
   1348	 0x200005d0       0x00006d8b        28043           1412
   1349	 0x200005d4       0x00007292        29330           1476
   1350	 0x200005d8       0x000081ec        33260           1674
   1351	 0x200005dc       0x00006cab        27819           1400
   1352	 0x200005e0       0x0000740c        29708           1495
   1353	 0x200005e4       0x00007e08        32264           1624
   1354	 0x200005e8       0x000075da        30170           1519
   1355	 0x200005ec       0x00007928        31016           1561
   1356	 0x200005f0       0x000068b9        26809           1349
   1357	 0x200005f4       0x00005a37        23095           1162
   1358	 0x200005f8       0x000049d9        18905           951
   1359	 0x200005fc       0x00004066        16486           830
   1360	 0x20000600       0x00003d8c        15756           793
   1361	 0x20000604       0x00004c79        19577           985
   1362	 0x20000608       0x00005b68        23400           1178
   1363	 0x2000060c       0x00006b7c        27516           1385
   1364	 0x20000610       0x00007ac8        31432           1582
   1365	 0x20000614       0x000087a9        34729           1748
   1366	 0x20000618       0x00007892        30866           1554
   1367	 0x2000061c       0x000068a8        26792           1349
   1368	 0x20000620       0x00005b38        23352           1175
   1369	 0x20000624       0x00006e98        28312           1425
   1370	 0x20000628       0x00006862        26722           1345
   1371	 0x2000062c       0x00005bf8        23544           1185
   1372	 0x20000630       0x00006ae7        27367           1378
   1373	 0x20000634       0x00007a38        31288           1575
   1374	 0x20000638       0x00008abc        35516           1788
   1375	 0x2000063c       0x000092f0        37616           1894
   1376	 0x20000640       0x000097ec        38892           1958
   1377	 0x20000644       0x0000851b        34075           1715
   1378	 0x20000648       0x00008598        34200           1722
   1379	 0x2000064c       0x0000858f        34191           1721
   1380	 0x20000650       0x000084a0        33952           1709
   1381	 0x20000654       0x0000859f        34207           1722
   1382	 0x20000658       0x000086e3        34531           1738
   1383	 0x2000065c       0x00007a18        31256           1573
   1384	 0x20000660       0x000089f8        35320           1778
   1385	 0x20000664       0x000093a9        37801           1903
   1386	 0x20000668       0x000097a8        38824           1954
   1387	 0x2000066c       0x00008560        34144           1719
   1388	 0x20000670       0x000085a0        34208           1722
   1389	 0x20000674       0x000084f8        34040           1714
   1390	 0x20000678       0x000084b7        33975           1710
   1391	 0x2000067c       0x000086d8        34520           1738
   1392	 0x20000680       0x00007bcc        31692           1595
   1393	 0x20000684       0x0000857f        34175           1720
   1394	 0x20000688       0x00008517        34071           1715
   1395	 0x2000068c       0x0000858d        34189           1721
   1396	 0x20000690       0x000084a8        33960           1710
   1397	 0x20000694       0x000088b8        35000           1762
   1398	 0x20000698       0x000073ee        29678           1494
   1399	 0x2000069c       0x00007e12        32274           1625
   1400	 0x200006a0       0x000075dc        30172           1519
   1401	 0x200006a4       0x00007898        30872           1554
   1402	 0x200006a8       0x00006a58        27224           1370
   1403	 0x200006ac       0x00007b64        31588           1590
   1404	 0x200006b0       0x0000843f        33855           1704
   1405	 0x200006b4       0x00008980        35200           1772
   1406	 0x200006b8       0x00007268        29288           1474
   1407	 0x200006bc       0x00008318        33560           1689
   1408	 0x200006c0       0x00008b64        35684           1796
   1409	 0x200006c4       0x0000900f        36879           1857
   1410	 0x200006c8       0x00007e5b        32347           1628
   1411	 0x200006cc       0x0000752c        29996           1510
   1412	 0x200006d0       0x00007b4e        31566           1589
   1413	 0x200006d4       0x000085f8        34296           1726
   1414	 0x200006d8       0x00007acc        31436           1582
   1415	 0x200006dc       0x000089ba        35258           1775
   1416	 0x200006e0       0x00007223        29219           1471
   1417	 0x200006e4       0x00005f38        24376           1227
   1418	 0x200006e8       0x000059a3        22947           1155
   1419	 0x200006ec       0x00004bbf        19391           976
   1420	 0x200006f0       0x00006080        24704           1243
   1421	 0x200006f4       0x00005550        21840           1099
   1422	 0x200006f8       0x00005ea8        24232           1220
   1423	 0x200006fc       0x00005be6        23526           1184
   1424	 0x20000700       0x00006b59        27481           1383
   1425	 0x20000704       0x00007aa2        31394           1580
   1426	 0x20000708       0x000087f8        34808           1752
   1427	 0x2000070c       0x00007401        29697           1495
   1428	 0x20000710       0x00007fd3        32723           1647
   1429	 0x20000714       0x0000723c        29244           1472
   1430	 0x20000718       0x000082eb        33515           1687
   1431	 0x2000071c       0x00008d08        36104           1817
   1432	 0x20000720       0x00008aa9        35497           1787
   1433	 0x20000724       0x00009520        38176           1922
   1434	 0x20000728       0x00009440        37952           1911
   1435	 0x2000072c       0x000093fc        37884           1907
   1436	 0x20000730       0x00009638        38456           1936
   1437	 0x20000734       0x00008790        34704           1747
   1438	 0x20000738       0x00007a29        31273           1574
   1439	 0x2000073c       0x00008a33        35379           1781
   1440	 0x20000740       0x000093a8        37800           1903
   1441	 0x20000744       0x0000988a        39050           1966
   1442	 0x20000748       0x00008148        33096           1666
   1443	 0x2000074c       0x00006dc3        28099           1414
   1444	 0x20000750       0x00007313        29459           1483
   1445	 0x20000754       0x00007fcf        32719           1647
   1446	 0x20000758       0x000071f8        29176           1469
   1447	 0x2000075c       0x00005ef3        24307           1223
   1448	 0x20000760       0x00005cc8        23752           1196
   1449	 0x20000764       0x00006788        26504           1334
   1450	 0x20000768       0x00005e38        24120           1214
   1451	 0x2000076c       0x000064a4        25764           1297
   1452	 0x20000770       0x00006e92        28306           1425
   1453	 0x20000774       0x00006a80        27264           1372
   1454	 0x20000778       0x00007ae8        31464           1584
   1455	 0x2000077c       0x00008639        34361           1730
   1456	 0x20000780       0x00007c8b        31883           1605
   1457	 0x20000784       0x00008308        33544           1689
   1458	 0x20000788       0x00008c58        35928           1809
   1459	 0x2000078c       0x00008e10        36368           1831
   1460	 0x20000790       0x00008178        33144           1668
   1461	 0x20000794       0x00006c4c        27724           1396
   1462	 0x20000798       0x00007818        30744           1548
   1463	 0x2000079c       0x00006940        26944           1356
   1464	 0x200007a0       0x00005ae9        23273           1171
   1465	 0x200007a4       0x00006d59        27993           1409
   1466	 0x200007a8       0x000073c0        29632           1492
   1467	 0x200007ac       0x00007f5b        32603           1641
   1468	 0x200007b0       0x00007198        29080           1464
   1469	 0x200007b4       0x0000600f        24591           1238
   1470	 0x200007b8       0x0000583f        22591           1137
   1471	 0x200007bc       0x000052d8        21208           1067
   1472	 0x200007c0       0x000066f0        26352           1326
   1473	 0x200007c4       0x00006012        24594           1238
   1474	 0x200007c8       0x0000588f        22671           1141
   1475	 0x200007cc       0x00005129        20777           1046
   1476	 0x200007d0       0x00004882        18562           934
   1477	 0x200007d4       0x0000432e        17198           865
   1478	 0x200007d8       0x000057d4        22484           1132
   1479	 0x200007dc       0x000052f9        21241           1069
   1480	 0x200007e0       0x0000672a        26410           1329
   1481	 0x200007e4       0x00006239        25145           1266
   1482	 0x200007e8       0x000050b2        20658           1040
   1483	 0x200007ec       0x0000485c        18524           932
   1484	 0x200007f0       0x000044d9        17625           887
   1485	 0x200007f4       0x0000565c        22108           1113
   1486	 0x200007f8       0x00005dc6        24006           1208
   1487	 0x200007fc       0x000064c8        25800           1299
   1488	 0x20000800       0x00006cd7        27863           1403
   1489	 0x20000804       0x00007627        30247           1523
   1490	 0x20000808       0x00007149        29001           1460
   1491	 0x2000080c       0x00005fa8        24488           1233
   1492	 0x20000810       0x00005958        22872           1151
   1493	 0x20000814       0x00004c58        19544           984
   1494	 0x20000818       0x00005e43        24131           1215
   1495	 0x2000081c       0x000064bc        25788           1298
   1496	 0x20000820       0x00006d68        28008           1410
   1497	 0x20000824       0x00007289        29321           1476
   1498	 0x20000828       0x000081a8        33192           1671
   1499	 0x2000082c       0x00006d20        27936           1406
   1500	 0x20000830       0x000073c0        29632           1492
   1501	 0x20000834       0x00007dfc        32252           1624
   1502	 0x20000838       0x000075be        30142           1517
   1503	 0x2000083c       0x00007918        31000           1560
   1504	 0x20000840       0x000068d0        26832           1351
   1505	 0x20000844       0x00005b58        23384           1177
   1506	 0x20000848       0x00006b49        27465           1382
   1507	 0x2000084c       0x00007a70        31344           1578
   1508	 0x20000850       0x00008909        35081           1766
   1509	 0x20000854       0x00007460        29792           1500
   1510	 0x20000858       0x00007b98        31640           1593
   1511	 0x2000085c       0x00008488        33928           1708
   1512	 0x20000860       0x00008848        34888           1756
   1513	 0x20000864       0x00007595        30101           1515
   1514	 0x20000868       0x00007a1f        31263           1574
   1515	 0x2000086c       0x000088b8        35000           1762
   1516	 0x20000870       0x00007323        29475           1484
   1517	 0x20000874       0x0000828b        33419           1682
   1518	 0x20000878       0x00008de0        36320           1828
   1519	 0x2000087c       0x0000834c        33612           1692
   1520	 0x20000880       0x00008adb        35547           1789
   1521	 0x20000884       0x00009244        37444           1885
   1522	 0x20000888       0x00009d39        40249           2026
   1523	 0x2000088c       0x0000993f        39231           1975
   1524	 0x20000890       0x00007f31        32561           1639
   1525	 0x20000894       0x0000736f        29551           1488
   1526	 0x20000898       0x00007f7a        32634           1643
   1527	 0x2000089c       0x0000746d        29805           1500
   1528	 0x200008a0       0x00007b08        31496           1585
   1529	 0x200008a4       0x00008638        34360           1730
   1530	 0x200008a8       0x00007c47        31815           1602
   1531	 0x200008ac       0x00008300        33536           1688
   1532	 0x200008b0       0x00008e00        36352           1830
   1533	 0x200008b4       0x00008206        33286           1676
   1534	 0x200008b8       0x00008cb4        36020           1813
   1535	 0x200008bc       0x00008f28        36648           1845
   1536	 0x200008c0       0x0000807f        32895           1656
   1537	 0x200008c4       0x00006f7e        28542           1437
   1538	 0x200008c8       0x00006611        26129           1315
   1539	 0x200008cc       0x000069bc        27068           1362
   1540	 0x200008d0       0x00005a18        23064           1161
   1541	 0x200008d4       0x00004bc8        19400           976
   1542	 0x200008d8       0x00005ef8        24312           1224
   1543	 0x200008dc       0x000059eb        23019           1159
   1544	 0x200008e0       0x00004ae0        19168           965
   1545	 0x200008e4       0x000061b9        25017           1259
   1546	 0x200008e8       0x000052c8        21192           1067
   1547	 0x200008ec       0x000066ec        26348           1326
   1548	 0x200008f0       0x000060ff        24831           1250
   1549	 0x200008f4       0x000053cc        21452           1080
   1550	 0x200008f8       0x00006671        26225           1320
   1551	 0x200008fc       0x0000628b        25227           1270
   1552	 0x20000900       0x00007368        29544           1487
   1553	 0x20000904       0x00008078        32888           1656
   1554	 0x20000908       0x00006d70        28016           1410
   1555	 0x2000090c       0x00007466        29798           1500
   1556	 0x20000910       0x00007bcb        31691           1595
   1557	 0x20000914       0x00008438        33848           1704
   1558	 0x20000918       0x00008940        35136           1769
   1559	 0x2000091c       0x00007272        29298           1475
   1560	 0x20000920       0x0000837f        33663           1695
   1561	 0x20000924       0x00008aa8        35496           1787
   1562	 0x20000928       0x0000924c        37452           1885
   1563	 0x2000092c       0x00009cff        40191           2023
   1564	 0x20000930       0x00009a34        39476           1987
   1565	 0x20000934       0x0000a308        41736           2101
   1566	 0x20000938       0x0000a5af        42415           2135
   1567	 0x2000093c       0x0000964e        38478           1937
   1568	 0x20000940       0x00008ace        35534           1789
   1569	 0x20000944       0x0000941c        37916           1909
   1570	 0x20000948       0x000095ef        38383           1932
   1571	 0x2000094c       0x000088eb        35051           1764
   1572	 0x20000950       0x000072bb        29371           1478
   1573	 0x20000954       0x0000838e        33678           1695
   1574	 0x20000958       0x00008b60        35680           1796
   1575	 0x2000095c       0x000091c6        37318           1879
   1576	 0x20000960       0x00009bc9        39881           2008
   1577	 0x20000964       0x00009bf8        39928           2010
   1578	 0x20000968       0x00009e48        40520           2040
   1579	 0x2000096c       0x00008f34        36660           1845
   1580	 0x20000970       0x00007ee0        32480           1635
   1581	 0x20000974       0x000074d8        29912           1506
   1582	 0x20000978       0x00007ab1        31409           1581
   1583	 0x2000097c       0x00008a1f        35359           1780
   1584	 0x20000980       0x000094a0        38048           1915
   1585	 0x20000984       0x000092f8        37624           1894
   1586	 0x20000988       0x00009a58        39512           1989
   1587	 0x2000098c       0x0000a223        41507           2090
   1588	 0x20000990       0x0000aa38        43576           2194
   1589	 0x20000994       0x0000af5f        44895           2260
   1590	 0x20000998       0x0000962c        38444           1935
   1591	 0x2000099c       0x00008a88        35464           1785
   1592	 0x200009a0       0x00009478        38008           1913
   1593	 0x200009a4       0x00009577        38263           1926
   1594	 0x200009a8       0x00009291        37521           1889
   1595	 0x200009ac       0x00009998        39320           1979
   1596	 0x200009b0       0x0000a48c        42124           2121
   1597	 0x200009b4       0x0000a1c8        41416           2085
   1598	 0x200009b8       0x0000a88a        43146           2172
   1599	 0x200009bc       0x00008f1b        36635           1844
   1600	 0x200009c0       0x00007f84        32644           1643
   1601	 0x200009c4       0x000073d8        29656           1493
   1602	 0x200009c8       0x00007f18        32536           1638
   1603	 0x200009cc       0x00007155        29013           1460
   1604	 0x200009d0       0x0000615c        24924           1255
   1605	 0x200009d4       0x00005388        21384           1076
   1606	 0x200009d8       0x00006749        26441           1331
   1607	 0x200009dc       0x000060b4        24756           1246
   1608	 0x200009e0       0x000053aa        21418           1078
   1609	 0x200009e4       0x00006684        26244           1321
   1610	 0x200009e8       0x0000629c        25244           1271
   1611	 0x200009ec       0x000075f8        30200           1520
   1612	 0x200009f0       0x000077e9        30697           1545
   1613	 0x200009f4       0x00006ab4        27316           1375
   1614	 0x200009f8       0x00007c30        31792           1600
   1615	 0x200009fc       0x00008338        33592           1691
   1616	 0x20000a00       0x00008c80        35968           1811
   1617	 0x20000a04       0x00008d3e        36158           1820
   1618	 0x20000a08       0x00008ac1        35521           1788
   1619	 0x20000a0c       0x00009538        38200           1923
   1620	 0x20000a10       0x00009408        37896           1908
   1621	 0x20000a14       0x00009508        38152           1921
   1622	 0x20000a18       0x000092fa        37626           1894
   1623	 0x20000a1c       0x00009858        39000           1963
   1624	 0x20000a20       0x000083f8        33784           1701
   1625	 0x20000a24       0x000088f7        35063           1765
   1626	 0x20000a28       0x0000725f        29279           1474
   1627	 0x20000a2c       0x00008299        33433           1683
   1628	 0x20000a30       0x00008c9b        35995           1812
   1629	 0x20000a34       0x00008fb8        36792           1852
   1630	 0x20000a38       0x00007d31        32049           1613
   1631	 0x20000a3c       0x00007f5e        32606           1641
   1632	 0x20000a40       0x00007300        29440           1482
   1633	 0x20000a44       0x000080a8        32936           1658
   1634	 0x20000a48       0x00006f98        28568           1438
   1635	 0x20000a4c       0x00006604        26116           1315
   1636	 0x20000a50       0x000069ed        27117           1365
   1637	 0x20000a54       0x0000598a        22922           1154
   1638	 0x20000a58       0x00004cc8        19656           989
   1639	 0x20000a5c       0x00005ddb        24027           1209
   1640	 0x20000a60       0x000064ab        25771           1297
   1641	 0x20000a64       0x00006ce2        27874           1403
   1642	 0x20000a68       0x0000756f        30063           1513
   1643	 0x20000a6c       0x00007a16        31254           1573
   1644	 0x20000a70       0x00006696        26262           1322
   1645	 0x20000a74       0x000061f5        25077           1262
   1646	 0x20000a78       0x0000517a        20858           1050
   1647	 0x20000a7c       0x0000477a        18298           921
   1648	 0x20000a80       0x000046d8        18136           913
   1649	 0x20000a84       0x00004737        18231           918
   1650	 0x20000a88       0x0000466c        18028           907
   1651	 0x20000a8c       0x00005018        20504           1032
   1652	 0x20000a90       0x00004c34        19508           982
   1653	 0x20000a94       0x00005d48        23880           1202
   1654	 0x20000a98       0x00006538        25912           1304
   1655	 0x20000a9c       0x00006da4        28068           1413
   1656	 0x20000aa0       0x0000727f        29311           1475
   1657	 0x20000aa4       0x000083d8        33752           1699
   1658	 0x20000aa8       0x00008a20        35360           1780
   1659	 0x20000aac       0x00009328        37672           1896
   1660	 0x20000ab0       0x00009a03        39427           1985
   1661	 0x20000ab4       0x0000a2e0        41696           2099
   1662	 0x20000ab8       0x0000a8a0        43168           2173
   1663	 0x20000abc       0x00008d98        36248           1825
   1664	 0x20000ac0       0x000089d8        35288           1776
   1665	 0x20000ac4       0x00009626        38438           1935
   1666	 0x20000ac8       0x000089d8        35288           1776
   1667	 0x20000acc       0x00009630        38448           1936
   1668	 0x20000ad0       0x00008858        34904           1757
   1669	 0x20000ad4       0x00007370        29552           1488
   1670	 0x20000ad8       0x00008109        33033           1663
   1671	 0x20000adc       0x00006d30        27952           1407
   1672	 0x20000ae0       0x00007518        29976           1509
   1673	 0x20000ae4       0x00007964        31076           1564
   1674	 0x20000ae8       0x000065ac        26028           1310
   1675	 0x20000aec       0x00006d63        28003           1410
   1676	 0x20000af0       0x00007378        29560           1488
   1677	 0x20000af4       0x00008081        32897           1656
   1678	 0x20000af8       0x00006cb4        27828           1401
   1679	 0x20000afc       0x00007438        29752           1498
   1680	 0x20000b00       0x00007e18        32280           1625
   1681	 0x20000b04       0x0000753b        30011           1511
   1682	 0x20000b08       0x00007a9b        31387           1580
   1683	 0x20000b0c       0x0000872f        34607           1742
   1684	 0x20000b10       0x00007918        31000           1560
   1685	 0x20000b14       0x0000696d        26989           1359
   1686	 0x20000b18       0x00005984        22916           1153
   1687	 0x20000b1c       0x00004ce9        19689           991
   1688	 0x20000b20       0x000059cc        22988           1157
   1689	 0x20000b24       0x00004bb8        19384           976
   1690	 0x20000b28       0x00006008        24584           1237
   1691	 0x20000b2c       0x0000578c        22412           1128
   1692	 0x20000b30       0x00005278        21112           1063
   1693	 0x20000b34       0x00004498        17560           884
   1694	 0x20000b38       0x000055b2        21938           1104
   1695	 0x20000b3c       0x00006070        24688           1243
   1696	 0x20000b40       0x000056aa        22186           1117
   1697	 0x20000b44       0x000054b0        21680           1091
   1698	 0x20000b48       0x00006421        25633           1290
   1699	 0x20000b4c       0x000070fe        28926           1456
   1700	 0x20000b50       0x00006231        25137           1265
   1701	 0x20000b54       0x000050af        20655           1040
   1702	 0x20000b58       0x00004926        18726           942
   1703	 0x20000b5c       0x00004351        17233           867
   1704	 0x20000b60       0x00005868        22632           1139
   1705	 0x20000b64       0x0000517a        20858           1050
   1706	 0x20000b68       0x000044f7        17655           888
   1707	 0x20000b6c       0x0000553c        21820           1098
   1708	 0x20000b70       0x00006281        25217           1269
   1709	 0x20000b74       0x000073ed        29677           1494
   1710	 0x20000b78       0x00007ea0        32416           1632
   1711	 0x20000b7c       0x00007390        29584           1489
   1712	 0x20000b80       0x00007f68        32616           1642
   1713	 0x20000b84       0x0000744f        29775           1499
   1714	 0x20000b88       0x00007b74        31604           1591
   1715	 0x20000b8c       0x00008609        34313           1727
   1716	 0x20000b90       0x00007c08        31752           1598
   1717	 0x20000b94       0x00008519        34073           1715
